structure_name,fullname,species,paper,n_mentions,n_papers,region_class,suitability,unsuitable_reason,class_corrected,region_class_before,audit_stage,final_certainty,final_confidence
nucleus raphe pallidus,nucleus raphe pallidus,Mouse,PM33452250,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
nucleus rotundus,nucleus rotundus,,PM33483632,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
nucleus ruber,,,PM36455518,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
nucleus submedius of thalamus,nucleus submedius of thalamus,,PM34061020,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
nucleus tractus solitaries,nucleus tractus solitaries,Rat,PM35583808,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
nucleus tractus solitarii,nucleus tractus solitarii,,PM42203107,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
nVI,abducens nucleus,Macaque,PM33083961,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
NVsnpr,main sensory nucleus,Mouse,PM41673392,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
O-LM interneurons,oriens lacunosum-moleculare interneurons,Mouse,PM33350452,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
obscurus raphé nucleus,obscurus raphé nucleus,,PM36271640,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
OCA,octavolateral column area,,PM37164181,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
occipital thalamus,occipital thalamus,,PM37304427,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
oculomotor-associated subnuclei,oculomotor-associated subnuclei,,PM34417283,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
OG,olfactory glomerulus,,PM32949023,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,0.9667
olfactory area,olfactory area,,PM41573365,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,0.9667
olfactory bulbs,,,PM34697803,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
olivary pretectal nucleus,olivary pretectal nucleus,Rat,PM33786741,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Onuf's nuclei,Onuf's nuclei,Rat,PM35018366,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
opposite side of pons,pons,,PM41211046,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Organum vasculosum of the lamina terminalis,organum vasculosum of the lamina terminalis,,PM34139240,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
OT D1-SPNs,olfactory tubercle D1 SPNs,Mouse,PM37898623,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
p-dmCPu,posterior dorsomedial caudate–putamen,Rat,PM40309888,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
P-DMS,posterior dorsomedial striatum,Mouse,PM40161810,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PAGdl,dorsolateral periaqueductal gray,,PM36606723,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PAGdm-dl,periaqueductal gray dorsomedial-dorsolateral,Rat,PM38454083,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pallidus raphé nucleus,pallidus raphé nucleus,,PM36271640,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PAR,parasubiculum,,PM41959300,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parabigeminal nucleus,parabigeminal nucleus,,PM33236346,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parabrachial (PB) area,parabrachial (PB) area,Mouse,PM35027408,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parabrachial area,parabrachial area (lateral parabrachial area),Mouse,PM38143564,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
paracentral thalamic nucleus,paracentral thalamic nucleus,,PM40464272,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parafacial ventral nucleus,parafacial ventral nucleus,Mouse,PM33013329,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parafascicular nucleus of thalamus,parafascicular nucleus of thalamus,Mouse,PM35500448,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parafascicular thalamic nucleus,,,PM34611777,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parahippocampal,parahippocampal cortex,,PM40800805,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parahippocampal areas,parahippocampal areas,Rat,PM32753513,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parahippocampal cortex,parahippocampal cortex,Human,PM38844444,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parahypoglossal region,parahypoglossal region,Mouse,PM33013329,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
paramedian lobule,paramedian lobule,,PM38289187,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
paramedian raphe,paramedian raphe,,PM36855269,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
paraolivary nuclei,paraolivary nuclei,,PM39487174,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pararubral,pararubral nucleus,,PM33907215,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ParaS,parasubiculum,,PM38378961,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
paratenial nucleus,paratenial nucleus,Mouse,PM41853066,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
paratrigeminal nucleus,medullary paratrigeminal nucleus,Rat,PM33115928,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
paraventricular hypothalamus,paraventricular nucleus of hypothalamus,,PM40800920,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
paraventricular thalamus,paraventricular thalamus,,PM42320767,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PARN,parvicellular reticular nucleus,,PM33608037,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ParS,,,PM41878825,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parvafox,parvafox nucleus,,PM35486186,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parvalbumin+ interneurons,subicular parvalbumin+ interneurons,Mouse,PM39658255,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parvicellular preoptic nucleus,,,PM38289191,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Parvicellular reticular nucleus,Parvicellular reticular nucleus,Mouse,PM36309684,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parvocellular red nucleus,parvocellular red nucleus,,PM39819496,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
parvocellular reticular nucleus,parvocellular reticular nucleus,,PM35838792,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PaT,,,PM40352758,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pBA,posterior basolateral amygdala,Mouse,PM32601096,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PBdl,dorsolateral nucleus,,PM42126073,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PBNL,lateral parabrachial nuclei,Mouse,PM40023166,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PBNLE,lateral external parabrachial nucleus,Mouse,PM40691451,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pBNST,posterior bed nucleus of the stria terminalis,,PM37784240,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PBS,postbrachial stratum,Mouse,PM40956303,1,1,non_neocortex,suitable,,no,non_neocortex,rule,medium,0.65
pBST,posterior BST,Rat,PM33600828,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Pcm,caudal medial pulvinar,Mouse,PM41846482,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PCRTa,alpha part of the parvocellular reticular nucleus,,PM35486186,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PCx glomeruli,,,PM32949023,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,0.85
pdMeA,posterodorsal medial amygdala,Rat,PM41365458,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
peduncular part of the hypothalamus,peduncular part of the hypothalamus,Rat,PM33165921,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PeF,perifornical region,,PM41762866,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PeFA,perifornical area,Rat,PM38371276,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PeRhC,caudal perirhinal cortex,,PM42101519,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PeRhr,rostral perirhinal cortex,,PM42101519,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PERI,,Mouse,PM39012795,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,0.8667
peri-PVH,peri-paraventricular hypothalamus,Mouse,PM39041039,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Peri5,peritrigeminal premotor area,Mouse,PM36303441,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
periaqueductal grey matter,,Rat,PM34582982,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
periceruleus,periceruleus area,Mouse,PM34151467,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
perifornical nucleus,perifornical nucleus,Rat,PM36532270,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
periolivary regions,,Rat,PM36672088,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
peripeduncular nuclei,Peripeduncular nucleus,,PM35084433,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
periventricular nucleus,periventricular nucleus,,PM37029761,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
periventricular posterior tubercle nucleus,,,PM38289191,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
periventricular posterior tubercular nucleus,,,PM38104256,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PeVN,periventricular nucleus,Mouse,PM36209152,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PFas,parafascicular nucleus of thalamus,Mouse,PM33626349,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PfT,parafascicular thalamus,Rat,PM38429266,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PGi,paragigantocellular nucleus,,PM35733933,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PHC,,Rat,PM34239421,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,0.8167
PirC,piriform cortex,Rat,PM37164008,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PLCo,,,PM32973466,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
plCoA,,,PM37775310,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PLH,peduncular part lateral hypothalamus,Mouse,PM39778623,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PMnR,paramedian raphe nucleus,,PM41840687,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
polymodal association nuclei,polymodal association nuclei,Mouse,PM34551311,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PON,pontine nuclei,Mouse,PM40521117,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pons nuclei,pons,,PM38887205,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pontine micturition center,pontine micturition center,Mouse,PM41806922,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Pontine raphe nuclei,,,PM39340562,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pontine regions,pontine regions,,PM36063145,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pontine reticular nuclei,pontine reticular nuclei,,PM33013329,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pontine vestibular nuclei,vestibular nuclei,,PM32656849,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ponto-medullary tegmentum,ponto-medullary tegmentum,,PM37000205,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PORa,anterior POR,Mouse,PM35082302,1,1,non_neocortex,suitable,,no,non_neocortex,flash,high,0.9233
PoS,postsubiculum,Mouse,PM36583448,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior complex of the TH,,,PM36693103,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior cortical nucleus of the amygdala,posterior cortical nucleus of the amygdala,,PM37029761,1,1,non_neocortex,suitable,,no,non_neocortex,flash,high,0.96
posterior dorsal striatum,dorsal sector of posterior striatum,Mouse,PM32553154,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior hippocampal formation,,Macaque,PM35304264,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior hypothalamic area,,,PM40800920,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior interpositus,posterior interpositus,,PM37000205,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior medial nucleus,thalamic posterior medial nucleus,Mouse,PM33368722,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior medial thalamic nucleus,posterior medial thalamic nucleus,Mouse,PM36639912,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior nuclei,posterior nuclei of the thalamus,Mouse,PM35895812,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior tail of striatum,posterior tail of striatum,Gerbil,PM41090114,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posterior thalamic nuclei,posterior thalamic nuclei,Mouse,PM32699360,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
posteroventral cochlear nucleus,,Rat,PM37621862,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PoSub,postsubiculum,,PM41966823,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pPBG,posterior parabigeminal nucleus,,PM33004866,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pPCx,posterior piriform cortex,Mouse,PM34292150,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PPRF,,,PM34936877,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PrBö,pre-Bötzinger complex,,PM35486186,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PRC-ECT,,,PM38736977,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,0.8667
PrCnf,precuneiform,,PM33907215,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PRE,presubiculum,,PM41959300,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pre-botzinger complex,pre-Botzinger complex,Mouse,PM35385140,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pre-Bötzinger complex,pre-Bötzinger complex,Mouse,PM37348822,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pre-Edinger-Westphal nucleus,pre-Edinger-Westphal nucleus,Mouse,PM41415035,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
preBötzinger Complex,,,PM32656849,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
precommissural nucleus,precommissural nucleus,,PM37818796,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
precommisural nucleus,precommisural nucleus,,PM38370676,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
premotor brainstem nuclei,,,PM33823137,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pretectal olivary nucleus,pretectal olivary nucleus,Macaque,PM34994767,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
prethalamic reticular nucleus,,Mouse,PM41415035,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PrGMC,magnocellular part of the pregeniculate nuclei,Mouse,PM39571780,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PrGPC,parvocellular part of the pregeniculate nuclei,Mouse,PM39571780,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PRNr,pontine reticular nucleus,Mouse,PM35093138,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
propriospinal interneurons,propriospinal interneurons,Rat,PM38366597,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
ProS,,,PM37827206,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,0.9333
ProSv-CA1v,,Rat,PM40352758,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PrPir,prepiriform cortex,,PM42133082,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pSUB,postsubiculum,,PM32975316,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pTh,Prethalamus,Mouse,PM35221935,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pulvinar nuclei,,Human,PM37858906,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PuM,medial pulvinar,Human,PM36889675,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PuPv,posteroventral putamen,,PM38736977,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PVHmpd,dorsal medial parvicellular part of the paraventricular nucleus of hypothalamus,Mouse,PM40343331,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PVHpv,periventricular part of the paraventricular nucleus of hypothalamus,Mouse,PM40343331,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
pvMeA,posteroventral medial amygdala,Rat,PM41365458,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PVN MC4R+,paraventricular nucleus MC4R-positive,,PM36736416,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PVNd,descending PVN,,PM37121600,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
PVTGlu,paraventricular nucleus of the thalamus glutamatergic,Mouse,PM41851744,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
R CbC,right cerebellar cortex,Human,PM35720694,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
raphe interpositus nucleus,raphe interpositus nucleus,,PM35486186,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
raphe magnus,raphe magnus nuclei,Rat,PM40592902,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
raphe pallidus,raphe pallidus,Mouse,PM39603502,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
raphe pallidus nucleus,raphe pallidus nucleus,,PM38370676,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
raphe-reticular formation,raphe-reticular formation,Rat,PM40592902,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
raphé magnus,raphé magnus,,PM33543768,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
Rbd,rhabdoid nucleus,,PM33055197,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
RCA,retrochiasmatic area,,PM37784240,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
RCh,retrochiasmatic area,,PM38736977,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
red nucleus (magnocellular part),magnocellular part of red nucleus,Mouse,PM41824792,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rEPN,rostral entopeduncular nucleus,Rat,PM33214316,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
respiratory pattern generator,,,PM32765203,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
reticular formation (medulla),reticular formation of the medulla,,PM36388195,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
reticular nuclei,reticular nuclei,,PM40331673,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
reticular regions,reticular regions,,PM41289407,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
retrotrapezoid nucleus,retrotrapezoid nucleus,,PM32765203,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
RHP,retrohippocampal,,PM33626343,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right anterior pulvinar,right anterior pulvinar,Human,PM34342885,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right caudate,right caudate,Human,PM37244076,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right Cb6,right ventral cerebellum,Human,PM34609038,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right CBL,Cerebellum,Human,PM41507470,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right cerebellar hemisphere,right cerebellar hemisphere,Human,PM36502502,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right cerebellar posterior lobe,,Human,PM37756204,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right Crus I,Crus I,,PM41762365,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right Crus II,Crus II,,PM41762365,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right cTtha,right caudal temporal thalamus,,PM42127800,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right dentate nucleus,dentate nucleus,,PM41762365,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right DN,right dentate nucleus,,PM35281215,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right dorsal caudal putamen,,Human,PM37756204,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right dorsal striatum,right dorsal striatum,,PM36371438,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right executive striatum,executive striatum,Human,PM32436671,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right lateral geniculate nucleus,lateral geniculate nucleus,Rat,PM35202613,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right LGN,right lateral geniculate nucleus,,PM34432348,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right LRN,right lateral reticular nucleus,,PM39654423,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right MDL nuclei,mediodorsal lateral parvocellular nuclei,Human,PM41507470,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right mPFtha,right medial pre-frontal thalamus,,PM42127800,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right occipital thalamic ROI,,,PM33061917,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right olfactory cortex,,Human,PM35432176,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right parahippocampal gyrus,right parahippocampal gyrus,Human,PM34815270,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right PuL nuclei,pulvinar lateral nuclei,Human,PM41507470,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right pulvinar inferior nucleus,pulvinar inferior nucleus of the right thalamus,,PM41146200,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right PuM nuclei,pulvinar medial nuclei,Human,PM41507470,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right RN,right red nucleus,,PM35281215,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right rTtha,right rostral temporal thalamus,,PM42127800,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right spinal cord,ipsilesional spinal cord,,PM35552276,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right STN,right subthalamic nucleus,,PM41146200,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right superior colliculus,superior colliculus,Rat,PM35202613,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right superior ventral striatum,,Human,PM37756204,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right tPuA,right pulvinar anterior thalamus,,PM38717572,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right tPuI,right pulvinar inferior thalamus,,PM38717572,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right tVA,right ventral anterior thalamus,,PM38717572,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right VPL nuclei,ventral posterolateral nuclei,Human,PM41507470,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
right-hemispherical caudate nucleus,caudate nucleus,Human,PM32677282,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral brainstem motor regions,rostral brainstem motor regions,,PM42173922,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral interstitial nucleus,,,PM39647176,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral interstitial nucleus of Ramón y Cajal,,Mouse,PM41415035,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral lobules,rostral lobules,Mouse,PM37025843,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral periaqueductal gray,rostral periaqueductal gray,,PM39647176,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral PHb,posterolateral hypothalamus,Mouse,PM35687680,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral pons,rostral pons,Human,PM35265840,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral pPVT,rostral posterior paraventricular thalamic nucleus,Rat,PM33132167,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral S2,rostral S2 spinal segment,Rat,PM34772694,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral spinal cord,rostral spinal cord,Mouse,PM40749050,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral temporal thalamus,rostral temporal thalamus,,PM37304427,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral TSc,rostral torus semicircularis pars centralis,,PM38289191,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral ventral tuberomammillary nucleus,rostral ventral tuberomammillary nucleus,,PM39387358,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral ventrolateral medulla,rostral ventrolateral medulla,Mouse,PM39603502,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral ventromedial putamen,rostral ventromedial putamen,,PM41959286,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral VPL,rostral lateral ventral posterior nucleus,,PM39197940,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostral zona incerta,,Mouse,PM36104279,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rostroventral reticular nucleus,rostroventral reticular nucleus,,PM35486186,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rPHG,right parahippocampal gyrus,,PM35078045,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
rTRN,rostral thalamic reticular nucleus,Rat,PM35343727,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
S,subiculum,,PM39340562,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
sacral parasympathetic nuclei,sacral parasympathetic nuclei,Mouse,PM33727332,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
sacral spinal cord,sacral spinal cord,,PM38712231,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
SC-Lat,lateral superior colliculus,,PM33715169,1,1,non_neocortex,suitable,,no,non_neocortex,rule,high,1.0
