structure_name,fullname,species,paper,n_mentions,n_papers,region_class,suitability,unsuitable_reason,class_corrected,region_class_before,audit_stage,final_certainty,final_confidence
lateral agranular cortex,lateral agranular cortex,Rat,PM33543335,1,1,neocortex,suitable,,no,neocortex,rule,high,0.85
lateral association visual cortex,lateral association visual cortex,,PM40832125,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
lateral FEF,lateral frontal eye fields,Macaque,PM42175784,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
lateral frontal lobe,lateral surface of the frontal lobe,Human,PM35787428,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
lateral higher visual areas,,Mouse,PM40777499,1,1,neocortex,suitable,,no,neocortex,rule,high,0.96
lateral isocortex,,,PM36968064,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
lateral occipital gyrus,,,PM36542188,1,1,neocortex,suitable,,no,neocortex,rule,high,0.97
lateral orbital gyrus,lateral orbital gyrus,,PM38601798,1,1,neocortex,suitable,,no,neocortex,rule,high,0.97
lateral orbitofrontal cortex,,,PM35061996,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
lateral parietal cortex,lateral parietal cortex,Human,PM32562780,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
lateral parietal region,,Human,PM36166901,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
lateral retrosplenial cortex,lateral (agranular) retrosplenial cortex,,PM37461601,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9433
lateral somatosensory areas,lateral somatosensory areas,Rat,PM38265300,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
lateral visual cortex,lateral visual cortex,Human,PM39709961,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
lateromedial visual areas,lateromedial visual areas,Mouse,PM40694892,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
LB8-9,middle frontal gyrus,,PM40535582,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
LB9,middle frontal gyrus,,PM40535582,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
left ACC,anterior cingulate cortex,Mouse,PM35240879,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9567
left angular gyrus,angular gyrus,Human,PM35432176,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
left CC,Calcarine Cortex,Human,PM41507470,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
left dorsolateral prefrontal cortex,dorsolateral prefrontal cortex,Human,PM33046343,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
left FP,left frontal pole,Human,PM34609038,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
left HG,left Heschl's Gyrus,Human,PM34609038,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
left IFCop,left Inferior frontal cortex pars opercularis,Human,PM36057839,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
left inferior frontal gyrus,inferior frontal gyrus,,PM35410397,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
left insula,left insula,Human,PM37938560,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9167
left M2,left secondary motor cortex,Mouse,PM35190665,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
left middle temporal gyrus,middle temporal gyrus,Human,PM41352082,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
left middle temporal pole,left middle temporal pole,Human,PM34815270,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
left orbitofrontal cortex,orbitofrontal cortex,,PM35410397,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
left PFC,prefrontal cortex,Human,PM41167411,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
left PPC,left posterior parietal cortex,Human,PM33597858,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
left PrCu,Precuneus,Human,PM41507470,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
left pre-cingulate cortex,left pre-cingulate cortex,Human,PM42173962,1,1,neocortex,suitable,,yes,ambiguous,flash,medium,0.7433
left prefrontal cortex,left prefrontal cortex,Human,PM34126289,1,1,neocortex,suitable,,no,neocortex,rule,high,0.99
left SPL,Superior Parietal Lobule,Human,PM41507470,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
left superior frontal gyrus,superior frontal gyrus,Human,PM32677282,1,1,neocortex,suitable,,no,neocortex,rule,high,0.99
left superior occipital gyrus,superior occipital gyrus,Human,PM41352082,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
left superior parietal area,left superior parietal area,Human,PM34815270,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
left superior temporal gyrus,superior temporal gyrus,,PM33061917,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
left ventral premotor cortex,left ventral premotor cortex,Human,PM33550120,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
left VLPFC,left ventrolateral prefrontal cortex,Human,PM33122028,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
low-level sensory cortical areas,low-level sensory cortical areas,Human,PM33246029,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
LPC,lateral posterior cortex,Rat,PM33385490,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8667
lPrec,left precuneus,,PM35078045,1,1,neocortex,suitable,,no,neocortex,rule,high,0.98
LTC,lateral temporal cortex,Human,PM33796017,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
M1 motor cortex,M1 motor cortex,Mouse,PM38401650,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
M1CTX,primary motor cortex,Mouse,PM35667848,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
M1r,rostral primary motor cortex,Macaque,PM37938897,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
mCg,middle cingulate,Mouse,PM35721461,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9067
medial agranular cortex,medial agranular cortex,Rat,PM33543335,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8833
medial FEF,medial frontal eye fields,Macaque,PM42175784,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
medial frontal area,medial frontal area,,PM36155245,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9
medial higher visual areas,,Mouse,PM40777499,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9
medial isocortex,,,PM36968064,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
medial Lamina V,medial Lamina V,,PM39487174,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9
medial orbital cortex,medial orbital cortex,Rat,PM33328908,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
medial orbital field,,,PM37152205,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
medial orbital gyrus,medial orbital gyrus,,PM38601798,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
medial parietal cortex,medial parietal cortex,Mouse,PM35262177,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
medial prefrontal,medial prefrontal cortex,Human,PM36126672,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
medial prefrontal areas,,Mouse,PM42107475,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
medial superior frontal cortex,,,PM32541059,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
medial superior prefrontal cortex,medial superior prefrontal cortex,,PM37304427,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
mesial parietal cortex,mesial parietal cortex,Human,PM32562780,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9
midcingulate,midcingulate,Human,PM42086322,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.8767
midcingulate cortex,midcingulate cortex,Rat,PM40315430,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.91
middle cingulate gyrus,cingulate gyrus,,PM32541059,1,1,neocortex,suitable,,yes,non_neocortex,flash,medium,0.79
middle temporal cortex,middle temporal cortex,Human,PM41552991,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
motor area,,,PM35844218,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8833
motor cortical regions,motor cortical regions,,PM38156644,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
motor cortical targets,,Mouse,PM37461601,1,1,neocortex,suitable,,no,neocortex,unresolved,low,0.45
motor-sensory cortex,motor-sensory cortex,Mouse,PM37751813,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
mPFC PV-INs,medial prefrontal cortex parvalbumin interneurons,Mouse,PM41212632,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9967
mPFC VIP interneurons,medial prefrontal cortex VIP interneurons,Mouse,PM40777258,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
mpITC,medial posterior insula temporal cortex,Mouse,PM34295235,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.91
MTG,middle temporal gyrus,,PM38290158,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
neocortical areas,,Mouse,PM40455405,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
neocortical premotor regions,,Human,PM40750361,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
NMC,neocortical microcircuit,Rat,PM34131136,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8833
non-primary motor areas,,Human,PM32418913,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
O1,occipital lobe,Human,PM38376527,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
occipital visual cortex,occipital visual cortex,Human,PM39709961,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
OCT,occipito-temporal cortex,,PM36897881,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
orbital frontal cortex,orbital frontal cortex,,PM33380525,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
orbital gyri,,,PM34999565,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
ORBl,lateral orbitofrontal cortex,Mouse,PM40256320,1,1,neocortex,suitable,,no,neocortex,rule,high,0.97
orofacial sensorimotor areas,,Mouse,PM41612025,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8667
ORpm,,,PM35838139,1,1,neocortex,suitable,,no,neocortex,flash,high,0.85
paracentral lobule,paracentral lobule,Human,PM41996661,1,1,neocortex,suitable,,no,neocortex,rule,high,0.96
paracingulate cortex,paracingulate cortex,Human,PM33892387,1,1,neocortex,suitable,,no,neocortex,flash,high,0.935
parieto-occipital cortex,,Human,PM36639904,1,1,neocortex,suitable,,no,neocortex,flash,high,0.9267
pars O.,opercular part of the inferior frontal gyrus,,PM35263607,1,1,neocortex,suitable,,no,neocortex,rule,high,0.96
pars opercularis one,,,PM40924875,1,1,neocortex,suitable,,no,neocortex,rule,high,0.85
pars orbitalis,,,PM40924875,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
parvalbumin-expressing inhibitory interneurons in dmPFC,parvalbumin-expressing inhibitory interneurons in the dorsal medial prefrontal cortex,Mouse,PM34715992,1,1,neocortex,suitable,,no,neocortex,rule,high,0.96
peri-infarct CFA,peri-infarct caudal forelimb area,,PM40089466,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
PFC-ctx,prefrontal cortex context module,,PM39333467,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9467
PFC-PL,prefrontal cortex-prelimbic cortex,Rat,PM34276282,1,1,neocortex,suitable,,no,neocortex,rule,high,0.97
PFCx,prefrontal cortex,Mouse,PM34867199,1,1,neocortex,suitable,,no,neocortex,rule,high,0.97
pInsCx,posterior insular cortex,,PM39954251,1,1,neocortex,suitable,,no,neocortex,flash,high,0.8567
plBC,posterolateral barrel cortex,Mouse,PM38019920,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
PLLS,posterolateral lateral suprasylvian area,Ferret,PM34636984,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
Postcentral,Postcentral cortex,,PM36661404,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
posterior agranular insular cortex,posterior agranular insular cortex,,PM32528401,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.94
posterior association cortex,,Mouse,PM38447690,1,1,neocortex,suitable,,no,neocortex,rule,high,0.96
posterior auditory fields,posterior auditory fields,Gerbil,PM34322001,1,1,neocortex,suitable,,no,neocortex,rule,high,0.96
posterior isocortex,,,PM36968064,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9633
posterior middle temporal gyrus,posterior middle temporal gyrus,Human,PM34119407,1,1,neocortex,suitable,,no,neocortex,rule,high,0.98
Posterior Parietal,Posterior Parietal cortex,,PM36661404,1,1,neocortex,suitable,,no,neocortex,rule,high,0.98
posterior parietal association area,posterior parietal association area,,PM35551446,1,1,neocortex,suitable,,no,neocortex,rule,high,0.98
posterior parietal cortices,,,PM39299799,1,1,neocortex,suitable,,no,neocortex,rule,high,0.98
posterior sensorimotor cortex subregions (MOpPMM),,,PM36968064,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
posteromedial cortex,posteromedial cortex,Human,PM42239197,1,1,neocortex,suitable,,no,neocortex,flash,high,0.84
PPr,posterior parietal rostral area,Tree shrew,PM34795566,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
pre-motor cortex,pre-motor cortex,Macaque,PM39353911,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9933
pre-supplementary motor area,pre-supplementary motor area,,PM35787428,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9933
pre-supplementary motor cortex,,,PM34999565,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9933
Precentral,Precentral cortex,,PM36661404,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9933
prefrontal area 8b,,Marmoset,PM34255833,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
prefrontal lobe,prefrontal lobe,Human,PM33531807,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
prefrontal region,,Human,PM36166901,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
prefrontal structures,prefrontal structures,Human,PM41961929,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
PreL,prelimbic cortex,Mouse,PM35219402,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
prelimbic area,,,PM34048871,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
Prelimbic region,Prelimbic region,Mouse,PM36309684,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
premotor,,,PM41542588,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
PrePMd,premotor dorsal cortex,Cebus monkey,PM38514616,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
primary ACtx,primary auditory cortex,Mouse,PM41569342,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
primary cortex,primary cortex,,PM34089121,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8167
primary motor cortex (M1),,,PM40131525,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
primary motor cortex hand area,primary motor cortex hand area,Primate,PM40501822,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
primary sensorimotor cortices,primary sensorimotor cortices,Human,PM32932052,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
primary somatosensory area,primary somatosensory area,Mouse,PM40250719,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9967
PrL-IL,,Rat,PM40352758,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
R aIC,right anterior insula cortex,,PM41282118,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.94
R-ACC-pre,"Right anterior cingulate cortex, pregenual",,PM36088305,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9433
retrosplenial area,retrosplenial area,,PM35551446,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9433
rFEF,,Human,PM36865228,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
right ACC,anterior cingulate cortex,Mouse,PM35240879,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9633
right AI,right anterior insula,Human,PM38309210,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.94
right aMCC,right anterior middle cingulate cortex,,PM41146200,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9067
right anterior cingulate gyrus,,Human,PM37756204,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.95
right dACC,right dorsal anterior cingulate cortex,,PM41146200,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9733
right frontal cortex,,Human,PM36237410,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9733
right Fus,right fusiform gyrus,Human,PM34609038,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9733
right fusiform gyrus,fusiform gyrus,Human,PM37862908,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9733
right inferior frontal gyrus opercular part,,Human,PM35432176,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9733
right inferior temporal gyrus,inferior temporal gyrus,Human,PM35432176,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9733
right M2,right secondary motor cortex,Mouse,PM35190665,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9733
right middle occipital gyrus,middle occipital gyrus,,PM35410397,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
right middle temporal area,right middle temporal area,Human,PM34815270,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
right MTG,right middle temporal gyrus,,PM33907206,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
right paracentral lobule,,,PM33061917,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
right PCC,,,PM39103495,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.92
right PCG,right postcentral gyrus,Human,PM33383495,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
right precuneus,right precuneus,Human,PM33022581,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
right prefrontal cortex,right prefrontal cortex,Human,PM34461571,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
right secondary somatosensory cortex,right secondary somatosensory cortex,Human,PM35624941,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
right SMA,,,PM33061917,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
right SMG,supramarginal gyrus,Human,PM38782961,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
right SOG,right superior occipital gyrus,,PM42127800,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
right STG,right superior temporal gyrus,Human,PM36335806,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
right superior medial frontal area,right superior medial frontal area,Human,PM34815270,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
rM1,right primary motor cortex,Human,PM40946271,1,1,neocortex,suitable,,no,neocortex,rule,high,0.97
rolandic operculum,,,PM36395541,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9167
rostral ACC,rostral anterior cingulate cortex,,PM40795854,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9533
rostral cerebral cortex,rostral (frontal) cerebral cortex,Human,PM35265840,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
rostral middle frontal two,,,PM40924875,1,1,neocortex,suitable,,no,neocortex,rule,high,0.8167
rostral MOp,rostral primary motor cortex,Mouse,PM36711802,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
rPL,rostral prelimbic cortex,Rat,PM35491274,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9767
rRSP,rostral retrosplenial cortex,Mouse,PM37426757,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.955
RSA,agranular retrosplenial area,Mouse,PM34876468,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9533
RSag,,Mouse,PM33328909,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.8233
RSagl,,Mouse,PM33328909,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.8933
rSM,rostral sensorimotor cortex,Mouse,PM34648327,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
RSPg,"retrosplenial area, granular part",Mouse,PM35241493,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.95
S15,somatosensory cortex region 15,,PM39060240,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
S1bfd,,Mouse,PM40068685,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
S1FACE,primary sensory cortex face area,Human,PM32932052,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
S1J,jaw region of primary somatosensory cortex,Mouse,PM39192198,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
S2 cortex,secondary somatosensory cortex,,PM37851709,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
scACC,subcallosal anterior cingulate cortex,Macaque,PM37857091,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.8833
secondary auditory cortex,,,PM32528401,1,1,neocortex,suitable,,no,neocortex,rule,high,0.96
secondary motor area,,,PM34048871,1,1,neocortex,suitable,,no,neocortex,rule,high,0.96
secondary visual field,,Mouse,PM33157020,1,1,neocortex,suitable,,no,neocortex,flash,high,0.8333
sensorimotor area,sensorimotor area,Human,PM33229018,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9433
sensorimotor-related cortex,sensorimotor-related cortex,Human,PM37862908,1,1,neocortex,suitable,,no,neocortex,rule,high,0.96
SI cortex,somatosensory cortex (SI),Rat,PM34665323,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
site L (auditory cortex),auditory cortex,Mouse,PM39809536,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
site R (contralateral auditory cortex),auditory cortex,Mouse,PM39809536,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
SM1,primary somatosensory motor cortex,Mouse,PM40610407,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
somatosensory area,somatosensory area,Mouse,PM35388122,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
somatosensory area 1-2,,Marmoset,PM34255833,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
somatosensory area 3a,,Marmoset,PM34255833,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
somatosensory barrel field,somatosensory barrel field,Mouse,PM33159207,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
somatosensory cortex (contralateral),somatosensory cortex,Mouse,PM37770450,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9633
somatosensory cortices,somatosensory cortices,Mouse,PM42343355,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9633
somatosensory-motor cortex,somatosensory-motor cortex,Rat,PM40275960,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9433
SSbfd,forelimb somatosensory cortex,,PM32975316,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
SSp-m,primary somatosensory cortex mouth,Mouse,PM38107469,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
SSp-n,primary somatosensory cortex nose,Mouse,PM38107469,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
SSpbfdc,barrel field,,PM36693103,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
subgenual cingulate,,,PM35061996,1,1,neocortex,suitable,,yes,non_neocortex,flash,high,0.9167
superior frontal regions,superior frontal regions,,PM42130753,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9933
superior parietal cortex,superior parietal cortex,Human,PM41996661,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9933
superior parietal lobule,superior parietal lobule,,PM38601798,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9933
supplementary motor area cortex,supplementary motor area cortex,,PM36795325,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9933
supralimbic cortex,,,PM37660322,1,1,neocortex,suitable,,no,neocortex,flash,medium,0.6933
T1,superior temporal gyrus,Human,PM38376527,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9933
TE,,,PM41878825,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
TE cortex injection site,,Macaque,PM39870740,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
TE1,eulaminate visual area TE1,Macaque,PM38746103,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
TE2,,Macaque,PM41867795,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
TE3,,Macaque,PM41867795,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
temporal association areas,,,PM35551446,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
temporal gyrus,,,PM39106176,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
temporal pole,temporal pole,,PM41350413,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9167
temporal-occipital fusiform gyrus,temporal-occipital fusiform gyrus,Human,PM33317410,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
TPO,,,PM35013368,1,1,neocortex,suitable,,no,neocortex,flash,high,0.8333
transmodal cortices,transmodal cortices,Human,PM37532129,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9167
undamaged motor cortex,motor cortex of undamaged hemisphere,Human,PM35131634,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9833
V1L,lateral primary visual cortex,,PM34795559,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
V1M,medial primary visual cortex,,PM34795559,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
VCX lateral,visual cortex lateral,Mouse,PM32424057,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9633
VCX medial,visual cortex medial,Mouse,PM32424057,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
VCX primary,visual cortex primary,Mouse,PM32424057,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
ventral AAC,ventral anterior auditory cortex,Mouse,PM34043305,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
ventral anterior cingulate cortex (Cg2),ventral anterior cingulate cortex,,PM32964131,1,1,neocortex,suitable,,yes,ambiguous,flash,high,0.95
ventral anterior insula,,Rat,PM32981657,1,1,neocortex,suitable,,yes,ambiguous,flash,high,0.9167
ventral cortical stream,higher visual areas of the ventral cortical stream,Mouse,PM33849948,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9167
ventral PFC,ventral prefrontal cortex,Rat,PM36414405,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
ventral temporal cortex,ventral temporal cortex,,PM37100843,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
ventral visual cortex,ventral visual cortex,Human,PM39709961,1,1,neocortex,suitable,,no,neocortex,rule,high,0.95
ventral visual stream areas other than TE complex,,Macaque,PM39227311,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9333
ventral-anterior insula,ventral-anterior insula,,PM35413481,1,1,neocortex,suitable,,no,neocortex,flash,high,0.9267
ventrolateral frontal cortex,ventrolateral frontal cortex,Marmoset,PM42060724,1,1,neocortex,suitable,,no,neocortex,rule,high,0.98
ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,,PM37107982,1,1,neocortex,suitable,,no,neocortex,rule,high,0.98
ventrolateral prefrontal hand-related areas,ventrolateral prefrontal hand-related areas,Macaque,PM33376156,1,1,neocortex,suitable,,no,neocortex,rule,high,0.98
ventromedial-prefrontal cortex,ventromedial-prefrontal cortex,,PM35413481,1,1,neocortex,suitable,,no,neocortex,rule,high,0.98
VisC,visual cortex,Mouse,PM36824753,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
VisI,visual cortex,Mouse,PM36824753,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
VISp-c,contralateral primary visual cortex,Mouse,PM33789083,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
visual area TE,visual area TE,Macaque,PM39658838,1,1,neocortex,suitable,,no,neocortex,rule,high,1.0
visual cortical areas,,Mouse,PM42327034,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
visual cortical regions,,Human,PM36323383,1,1,neocortex,suitable,,no,neocortex,rule,high,0.9667
