structure_name,category,notes,rcs_rank,rcs_candidate_homba_id,rcs_candidate_name,rcs_candidate_acronym,rcs_candidate_dhba_name,rcs_candidate_dhba_acronym,rcs_candidate_parent_id,rcs_candidate_graph_order,rcs_candidate_depth,rcs_score,rcs_methods,rcs_matched_query,rcs_matched_alias,rcs_review_flag,rcs_modifier_terms,rcs_modifier_match_score,rcs_hierarchy_reason,rcs_dhba_filter
Right amygdala,laterality,,3,HOMBA:10383,extended amygdala,EXA,extended amygdala,EXA,HOMBA:10331,643,451,0.770833,bm25+fuzzy+hierarchy_parent,amygdaloid complex,extended amygdaloid complex,needs_review,,1.0,common_parent_of_2_candidates,both
Bilateral amygdala,laterality,,1,HOMBA:10361,amygdaloid complex,AMY,amygdaloid complex,AMY,HOMBA:10331,567,451,1.0,bm25+exact+fuzzy,amygdala,amygdala,high_confidence,,1.0,,both
Bilateral amygdala,laterality,,2,HOMBA:AA30222,regions of amygdaloid complex,AMYR,,,HOMBA:10361,568,568,0.778017,bm25+fuzzy+hierarchy_parent,amygdaloid complex,regions of amygdaloid complex,needs_review,,1.0,common_parent_of_6_candidates,both
Bilateral amygdala,laterality,,3,HOMBA:10383,extended amygdala,EXA,extended amygdala,EXA,HOMBA:10331,643,451,0.770833,bm25+fuzzy+hierarchy_parent,amygdaloid complex,extended amygdaloid complex,needs_review,,1.0,common_parent_of_2_candidates,both
Pulvinar,thalamus,,1,HOMBA:10409,pulvinar of thalamus,Pul,pulvinar of thalamus,Pul,HOMBA:AA30282,728,725,1.0,bm25+exact+fuzzy+hierarchy_parent,Pulvinar,Pulvinar,high_confidence,,1.0,common_parent_of_4_candidates,both
Pulvinar,thalamus,,2,HOMBA:AA30282,lateroposterior-pulvinar complex,LPul,,,HOMBA:10407,724,721,0.621688,bm25+fuzzy,pulvinar of thalamus,lateroposterior pulvinar of thalamus complex,needs_review,,1.0,,both
Pulvinar,thalamus,,3,HOMBA:10411,medial division of pulvinar,Pulm,medial nucleus of pulvinar,Pulm,HOMBA:10409,730,729,0.608224,bm25+fuzzy,pulvinar of thalamus,medial nucleus of pulvinar of thalamus,needs_review,,1.0,,both
Pulvinar nucleus,thalamus,,1,HOMBA:10409,pulvinar of thalamus,Pul,pulvinar of thalamus,Pul,HOMBA:AA30282,728,725,1.0,bm25+exact+fuzzy+hierarchy_parent,Pulvinar nucleus,Pulvinar nucleus,high_confidence,,1.0,common_parent_of_4_candidates,both
Pulvinar nucleus,thalamus,,2,HOMBA:AA30282,lateroposterior-pulvinar complex,LPul,,,HOMBA:10407,724,721,0.97,bm25+fuzzy+hierarchy_parent,Pulvinar nucleus,lateroposterior-pulvinar complex,high_confidence,,1.0,common_parent_of_2_candidates,both
Pulvinar nucleus,thalamus,,3,HOMBA:10407,dorsal group of LNC,DLN,dorsal group of lateral nucleus,DLN,HOMBA:10406,720,720,0.685021,hierarchy_parent,Pulvinar nucleus,dorsal group of LNC,needs_review,,1.0,common_parent_of_2_candidates,both
Mediodorsal thalamus,thalamus,MD,1,HOMBA:10398,mediodorsal nucleus of thalamus,MD,mediodorsal nucleus of thalamus,MD,HOMBA:10397,693,693,1.0,bm25+exact+fuzzy,Mediodorsal thalamus,Mediodorsal thalamus,high_confidence,,1.0,,both
Mediodorsal thalamus,thalamus,MD,2,HOMBA:10391,dorsal thalamus,DTH,dorsal thalamus,DTH,HOMBA:AA30265,680,680,0.665067,fuzzy,Mediodorsal thalamus,dorsal thalamus,needs_review,,1.0,,both
Mediodorsal thalamus,thalamus,MD,3,HOMBA:13049,intermediodorsal  nucleus of thalamus,IMD,intermediodorsal  nucleus of thalamus,IMD,HOMBA:AA30274,707,702,0.64715,bm25+fuzzy,mediodorsal nucleus of thalamus,intermediodorsal  nucleus of thalamus,needs_review,,1.0,,both
Ventrolateral thalamus,thalamus,VL,1,HOMBA:AA30265,regions of thalamus,THMR,,,HOMBA:10390,679,679,0.616764,bm25+fuzzy+hierarchy_parent,Ventrolateral thalamus,regions of thalamus,needs_review,,1.0,common_parent_of_3_candidates,both
Ventrolateral thalamus,thalamus,VL,2,HOMBA:10390,thalamus,THM,thalamus,THM,HOMBA:10389,678,678,0.585227,bm25+fuzzy,Ventrolateral thalamus,thalamus,low_confidence,,1.0,,both
Ventrolateral thalamus,thalamus,VL,3,HOMBA:10461,ventral thalamus,VTH,ventral thalamus,VTH,HOMBA:AA30265,828,680,0.536764,bm25+fuzzy,Ventrolateral thalamus,ventral thalamus,low_confidence,,1.0,,both
Ventral posterolateral nucleus,thalamus,VPL,1,HOMBA:10424,ventral posterior lateral nucleus,VPL,ventral posterior lateral nucleus,VPL,HOMBA:10423,756,756,1.0,bm25+exact+fuzzy,Ventral posterolateral nucleus,Ventral posterolateral nucleus,high_confidence,ventral,1.0,,both
Ventral posterolateral nucleus,thalamus,VPL,2,HOMBA:266441515,caudal division of ventral posterior lateral nucleus,VPLc,caudal division of ventral posterior lateral nucleus,VPLc,HOMBA:10424,758,757,0.970962,bm25+fuzzy,ventral posterior lateral nucleus,caudal division of ventral posterior lateral nucleus,high_confidence,ventral,1.0,,both
Ventral posterolateral nucleus,thalamus,VPL,3,HOMBA:266441511,rostral division of ventral posterior lateral nucleus,VPLr,rostral division of ventral posterior lateral nucleus,VPLr,HOMBA:10424,757,757,0.961981,bm25+fuzzy,ventral posterior lateral nucleus,rostral division of ventral posterior lateral nucleus,high_confidence,ventral,1.0,,both
Ventral posteromedial nucleus,thalamus,VPM,1,HOMBA:10425,ventral posterior medial nucleus,VPM,ventral posterior medial nucleus,VPM,HOMBA:10423,759,756,1.0,bm25+exact+fuzzy,Ventral posteromedial nucleus,Ventral posteromedial nucleus,high_confidence,ventral,1.0,,both
Ventral posteromedial nucleus,thalamus,VPM,2,HOMBA:146034766,parvicellular ventral posterior (medial) nucleus (VPMpc),VPpc,parvocellular division of VPM,VPMpc,HOMBA:10423,761,756,0.919038,bm25+fuzzy,ventral posterior medial nucleus,parvicellular ventral posterior (medial) nucleus (VPMpc),high_confidence,ventral,1.0,,both
Ventral posteromedial nucleus,thalamus,VPM,3,HOMBA:10424,ventral posterior lateral nucleus,VPL,ventral posterior lateral nucleus,VPL,HOMBA:10423,756,756,0.846753,bm25+fuzzy,ventral posterior medial nucleus,ventral posterior lateral nucleus,needs_review,ventral,1.0,,both
Anterior thalamic nuclei,thalamus,,1,HOMBA:10392,anterior nuclear complex of thalamus,ANC,anterior nuclear complex of thalamus,ANC,HOMBA:10391,681,681,1.0,bm25+exact+fuzzy,Anterior thalamic nuclei,Anterior thalamic nuclei,high_confidence,,1.0,,both
Anterior thalamic nuclei,thalamus,,2,HOMBA:10416,ventral group of LNC,VLN,ventral group of lateral nucleus,VLN,HOMBA:10406,739,720,0.665199,hierarchy_parent,Anterior thalamic nuclei,ventral group of LNC,needs_review,,1.0,common_parent_of_2_candidates,both
Anterior thalamic nuclei,thalamus,,3,HOMBA:12043,rostral thalamic radiation,rthf,anterior thalamic radiation,athf,HOMBA:AA30492,1694,1689,0.644352,bm25+fuzzy,Anterior thalamic nuclei,anterior thalamic radiation,needs_review,,1.0,,both
Habenula,epithalamus,,1,HOMBA:10452,habenular nuclei,HN,habenular nuclei,HN,HOMBA:10451,841,841,1.0,bm25+exact+fuzzy+hierarchy_parent,Habenula,Habenula,high_confidence,,1.0,common_parent_of_3_candidates,both
Habenula,epithalamus,,2,HOMBA:10456,medial habenular nucleus,MHN,medial habenular nucleus,MHN,HOMBA:10452,847,842,0.5934,bm25+fuzzy,habenular nuclei,medial habenular nuclei,low_confidence,,1.0,,both
Habenula,epithalamus,,3,HOMBA:10453,lateral habenular nucleus,LHN,lateral habenular nucleus,LHN,HOMBA:10452,842,842,0.59125,bm25+fuzzy,habenular nuclei,lateral habenular nuclei,low_confidence,,1.0,,both
Habenular nuclei,epithalamus,exact HOMBA name,1,HOMBA:10452,habenular nuclei,HN,habenular nuclei,HN,HOMBA:10451,841,841,1.0,bm25+exact+fuzzy+hierarchy_parent,Habenular nuclei,Habenular nuclei,high_confidence,,1.0,common_parent_of_3_candidates,both
Habenular nuclei,epithalamus,exact HOMBA name,2,HOMBA:10453,lateral habenular nucleus,LHN,lateral habenular nucleus,LHN,HOMBA:10452,842,842,0.736733,bm25+fuzzy+hierarchy_parent,habenular nucleus,lateral habenular nucleus,needs_review,,1.0,common_parent_of_3_candidates,both
Habenular nuclei,epithalamus,exact HOMBA name,3,HOMBA:10456,medial habenular nucleus,MHN,medial habenular nucleus,MHN,HOMBA:10452,847,842,0.736733,bm25+fuzzy+hierarchy_parent,Habenular nuclei,medial habenular nuclei,needs_review,,1.0,common_parent_of_2_candidates,both
Lateral habenula,epithalamus,LHb,1,HOMBA:10453,lateral habenular nucleus,LHN,lateral habenular nucleus,LHN,HOMBA:10452,842,842,1.0,bm25+exact+fuzzy,lateral habenular nuclei,lateral habenular nuclei,high_confidence,lateral,1.0,,both
Lateral habenula,epithalamus,LHb,2,HOMBA:10454,magnocellular (lateral) division of LHN,LHNmc,magnocellular division of lateral habenular nucleus,LHNmc,HOMBA:10453,843,843,0.7925,bm25+fuzzy,lateral habenular nuclei,magnocellular division of lateral habenular nuclei,needs_review,lateral,1.0,,both
Lateral habenula,epithalamus,LHb,3,HOMBA:12396,dentate (lateral) nucleus,DT,dentate (lateral) nucleus,DT,HOMBA:10660,1160,1160,0.760625,bm25+fuzzy,Lateral habenula,lateral,needs_review,lateral,1.0,,both
Medial habenula,epithalamus,MHb,1,HOMBA:10456,medial habenular nucleus,MHN,medial habenular nucleus,MHN,HOMBA:10452,847,842,1.0,bm25+exact+fuzzy,medial habenular nuclei,medial habenular nuclei,high_confidence,medial,1.0,,both
Medial habenula,epithalamus,MHb,2,HOMBA:AA30328,dorsal division of medial habenular nucleus,MHNd,,,HOMBA:10456,848,848,0.768214,bm25+fuzzy,medial habenular nuclei,dorsal division of medial habenular nuclei,needs_review,medial,1.0,,both
Medial habenula,epithalamus,MHb,3,HOMBA:AA30331,ventral division of medial habenular nucleus,MHNv,,,HOMBA:10456,851,848,0.760853,bm25+fuzzy,medial habenular nuclei,ventral division of medial habenular nuclei,needs_review,medial,1.0,,both
Mammillary body,hypothalamus,,1,HOMBA:15546,mammillary body,MB,mammillary body,MB,HOMBA:AA30560,2007,2005,1.0,bm25+exact+fuzzy,Mammillary body,Mammillary body,high_confidence,,1.0,,both
Mammillary body,hypothalamus,,2,HOMBA:266441609,mammillary peduncle,mp,mammillary peduncle,mp,HOMBA:AA30489,1646,1607,0.54237,bm25+fuzzy,Mammillary body,mammillary peduncle,low_confidence,,1.0,,both
Mammillary body,hypothalamus,,3,HOMBA:10505,pituitary body/gland (hypophysis),Pit,pituitary body,Pit,HOMBA:AA30338,944,867,0.492982,bm25+fuzzy,Mammillary body,pituitary body,low_confidence,,1.0,,both
Mammillary bodies,hypothalamus,plural,1,HOMBA:15546,mammillary body,MB,mammillary body,MB,HOMBA:AA30560,2007,2005,1.0,bm25+exact+fuzzy,Mammillary bodies,Mammillary bodies,high_confidence,,1.0,,both
Mammillary bodies,hypothalamus,plural,2,HOMBA:266441609,mammillary peduncle,mp,mammillary peduncle,mp,HOMBA:AA30489,1646,1607,0.54237,bm25+fuzzy,Mammillary bodies,mammillary peduncle,low_confidence,,1.0,,both
Mammillary bodies,hypothalamus,plural,3,HOMBA:12100,mammillary recess of 3V,mmr3V,mammillary recess of 3V,mmr3V,HOMBA:AA30476,1538,1533,0.486791,bm25+fuzzy,Mammillary bodies,mammillary recess of 3V,low_confidence,,1.0,,both
Suprachiasmatic nucleus,hypothalamus,SCN,1,HOMBA:10480,suprachiasmatic nucleus,SCH,suprachiasmatic nucleus,SCN,HOMBA:10473,889,879,1.0,bm25+exact+fuzzy+hierarchy_parent,Suprachiasmatic nucleus,Suprachiasmatic nucleus,high_confidence,,1.0,common_parent_of_2_candidates,both
Suprachiasmatic nucleus,hypothalamus,SCN,2,HOMBA:13066,central division of suprachiasmatic nucleus,SCHc,central part of suprachiasmatic nucleus,SCNc,HOMBA:10480,891,890,0.796474,bm25+fuzzy,Suprachiasmatic nucleus,central part of suprachiasmatic nucleus,needs_review,,1.0,,both
Suprachiasmatic nucleus,hypothalamus,SCN,3,HOMBA:13065,dorsal division of suprachiasmatic nucleus,SCHd,dorsal part of suprachiasmatic nucleus,SCNd,HOMBA:10480,890,890,0.694978,bm25+fuzzy,Suprachiasmatic nucleus,dorsal part of suprachiasmatic nucleus,needs_review,,1.0,,both
SCN,abbrev,suprachiasmatic,1,HOMBA:10480,suprachiasmatic nucleus,SCH,suprachiasmatic nucleus,SCN,HOMBA:10473,889,879,1.0,bm25+exact+fuzzy+hierarchy_parent,SCN,SCN,high_confidence,,1.0,common_parent_of_2_candidates,both
SCN,abbrev,suprachiasmatic,2,HOMBA:13065,dorsal division of suprachiasmatic nucleus,SCHd,dorsal part of suprachiasmatic nucleus,SCNd,HOMBA:10480,890,890,0.551645,bm25+fuzzy,suprachiasmatic nucleus,dorsal part of suprachiasmatic nucleus,low_confidence,,1.0,,both
SCN,abbrev,suprachiasmatic,3,HOMBA:13066,central division of suprachiasmatic nucleus,SCHc,central part of suprachiasmatic nucleus,SCNc,HOMBA:10480,891,890,0.541635,bm25+fuzzy,suprachiasmatic nucleus,central part of suprachiasmatic nucleus,low_confidence,,1.0,,both
Paraventricular nucleus,hypothalamus,PVN ambiguous thalamus vs hypothalamus,1,HOMBA:10457,paraventricular nucleus of thalamus,PVT,paraventricular nucleus,PaV,HOMBA:AA30274,702,702,1.0,bm25+exact+fuzzy+hierarchy_parent,Paraventricular nucleus,Paraventricular nucleus,high_confidence,,1.0,common_parent_of_3_candidates,both
Paraventricular nucleus,hypothalamus,PVN ambiguous thalamus vs hypothalamus,2,HOMBA:10476,paraventricular nucleus of hypothalamus,PVH,paraventricular nucleus of hypothalamus,PV,HOMBA:10473,883,879,0.809167,bm25+fuzzy+hierarchy_parent,Paraventricular nucleus,paraventricular nucleus of hypothalamus,needs_review,,1.0,common_parent_of_4_candidates,both
Paraventricular nucleus,hypothalamus,PVN ambiguous thalamus vs hypothalamus,3,HOMBA:10458,rostral paraventricular nucleus of thalamus,PVTr,rostral subdivision of paraventricular nucleus,PaVr,HOMBA:10457,703,703,0.755329,bm25+fuzzy,Paraventricular nucleus,rostral paraventricular nucleus of thalamus,needs_review,,1.0,,both
PVN,abbrev,hypothalamic paraventricular nucleus,1,HOMBA:10476,paraventricular nucleus of hypothalamus,PVH,paraventricular nucleus of hypothalamus,PV,HOMBA:10473,883,879,1.0,bm25+exact+fuzzy,paraventricular nucleus of hypothalamus,paraventricular nucleus of hypothalamus,high_confidence,,1.0,,both
PVN,abbrev,hypothalamic paraventricular nucleus,2,HOMBA:10457,paraventricular nucleus of thalamus,PVT,paraventricular nucleus,PaV,HOMBA:AA30274,702,702,0.541635,bm25+fuzzy,paraventricular nucleus of hypothalamus,paraventricular nucleus,low_confidence,,1.0,,both
PVN,abbrev,hypothalamic paraventricular nucleus,3,HOMBA:10459,caudal paraventricular nucleus of thalamus,PVTc,caudal subdivision of paraventricular nucleus,PaVc,HOMBA:10457,705,703,0.490789,bm25+fuzzy,paraventricular nucleus of hypothalamus,caudal paraventricular nucleus of thalamus,low_confidence,,1.0,,both
Arcuate nucleus,hypothalamus,,1,HOMBA:12536,arcuate nucleus of medulla oblongata,ArMo,arcuate nucleus of medulla oblongata,Ar,HOMBA:12535,1320,1320,0.786859,bm25+fuzzy,Arcuate nucleus,arcuate nucleus of medulla,needs_review,,1.0,,both
Arcuate nucleus,hypothalamus,,2,HOMBA:10492,arcuate nucleus of hypothalamus,ArH,arcuate nucleus of hypothalamus,Arc,HOMBA:10483,911,900,0.71707,bm25+fuzzy,Arcuate nucleus,arcuate nucleus of hypothalamus,needs_review,,1.0,,both
Arcuate nucleus,hypothalamus,,3,HOMBA:12587,sensory relay nuclei in medulla oblongata,MoSR,sensory relay nuclei in medulla oblongata,MoSR,HOMBA:AA30451,1356,1324,0.685064,hierarchy_parent,Arcuate nucleus,sensory relay nuclei in medulla oblongata,needs_review,,1.0,common_parent_of_3_candidates,both
ARC,abbrev,arcuate nucleus,1,HOMBA:10492,arcuate nucleus of hypothalamus,ArH,arcuate nucleus of hypothalamus,Arc,HOMBA:10483,911,900,1.0,bm25+exact+fuzzy,ARC,ARC,high_confidence,,1.0,,both
ARC,abbrev,arcuate nucleus,2,HOMBA:12536,arcuate nucleus of medulla oblongata,ArMo,arcuate nucleus of medulla oblongata,Ar,HOMBA:12535,1320,1320,0.533365,bm25+fuzzy,arcuate nucleus,arcuate nucleus of medulla,low_confidence,,1.0,,both
ARC,abbrev,arcuate nucleus,3,HOMBA:13223,transverse (arcuate) orbital sulcus,orst,transverse orbital sulcus,ors-t,HOMBA:10625,1873,1868,0.485177,bm25+fuzzy,arcuate nucleus,arcuate,low_confidence,,1.0,,both
Lateral hypothalamic area,hypothalamus,LHA,1,HOMBA:10494,"lateral hypothalamic area, tuberal part",LHtu,"lateral hypothalamic area, tuberal part",LHAtub,HOMBA:10483,913,900,0.967588,bm25+fuzzy,Lateral hypothalamic area,"lateral hypothalamic area, tuberal part",high_confidence,lateral,1.0,,both
Lateral hypothalamic area,hypothalamus,LHA,2,HOMBA:AA30350,"lateral  hypothalamic area, mammillary part",LHma,,,HOMBA:10495,937,923,0.931484,bm25+fuzzy,Lateral hypothalamic area,"lateral  hypothalamic area, mammillary part",high_confidence,lateral,1.0,,both
Lateral hypothalamic area,hypothalamus,LHA,3,HOMBA:AA30341,"lateral hypothalamic area, supraoptic part",LHso,,,HOMBA:10473,896,879,0.931484,bm25+fuzzy,Lateral hypothalamic area,"lateral hypothalamic area, supraoptic part",high_confidence,lateral,1.0,,both
Dorsomedial hypothalamic nucleus,hypothalamus,DMH,1,HOMBA:10485,dorsomedial hypothalamic nucleus,DMH,dorsomedial hypothalamic nucleus,DMH,HOMBA:10483,902,900,1.0,bm25+exact+fuzzy+hierarchy_parent,Dorsomedial hypothalamic nucleus,Dorsomedial hypothalamic nucleus,high_confidence,,1.0,common_parent_of_2_candidates,both
Dorsomedial hypothalamic nucleus,hypothalamus,DMH,2,HOMBA:10487,diffuse division of dorsomedial hypothalamic nucleus,DMHdi,diffuse part of dorsomedial hypothalamic nucleus,DMHd,HOMBA:10485,904,903,0.875,bm25+fuzzy,Dorsomedial hypothalamic nucleus,diffuse part of dorsomedial hypothalamic nucleus,needs_review,,1.0,,both
Dorsomedial hypothalamic nucleus,hypothalamus,DMH,3,HOMBA:10486,compact division of dorsomedial hypothalamic nucleus,DMHco,compact part of dorsomedial hypothalamic nucleus,DMHc,HOMBA:10485,903,903,0.7525,bm25+fuzzy,Dorsomedial hypothalamic nucleus,compact part of dorsomedial hypothalamic nucleus,needs_review,,1.0,,both
Ventromedial hypothalamic nucleus,hypothalamus,VMH,1,HOMBA:10488,ventromedial hypothalamic nucleus,VMH,ventromedial hypothalamic nucleus,VMH,HOMBA:10483,905,900,1.0,bm25+exact+fuzzy+hierarchy_parent,Ventromedial hypothalamic nucleus,Ventromedial hypothalamic nucleus,high_confidence,,1.0,common_parent_of_2_candidates,both
Ventromedial hypothalamic nucleus,hypothalamus,VMH,2,HOMBA:AA30343,core of ventromedial hypothalamic nucleus,VMHco,,,HOMBA:10488,907,906,0.75465,bm25+fuzzy+hierarchy_parent,Ventromedial hypothalamic nucleus,core of ventromedial hypothalamic nucleus,needs_review,,1.0,common_parent_of_2_candidates,both
Ventromedial hypothalamic nucleus,hypothalamus,VMH,3,HOMBA:10489,dorsal division of VMHco,VMHd,dorsal part of ventromedial hypothalamic nucleus,VMHd,HOMBA:AA30343,908,908,0.75465,bm25+fuzzy,Ventromedial hypothalamic nucleus,dorsal part of ventromedial hypothalamic nucleus,needs_review,,1.0,,both
Locus coeruleus,pons,LC,1,HOMBA:12499,nucleus coeruleus (locus coeruleus),NC,nucleus coeruleus,NC,HOMBA:146034964,1196,1182,1.0,bm25+exact+fuzzy,Locus coeruleus,Locus coeruleus,high_confidence,,1.0,,both
LC,abbrev,locus coeruleus,1,HOMBA:12499,nucleus coeruleus (locus coeruleus),NC,nucleus coeruleus,NC,HOMBA:146034964,1196,1182,1.0,bm25+exact+fuzzy,locus coeruleus,locus coeruleus,high_confidence,,1.0,,both
Locus ceruleus,pons,British spelling,1,HOMBA:12499,nucleus coeruleus (locus coeruleus),NC,nucleus coeruleus,NC,HOMBA:146034964,1196,1182,1.0,bm25+exact+fuzzy,Locus ceruleus,Locus ceruleus,high_confidence,,1.0,,both
Dorsal raphe nucleus,raphe,DRN,1,HOMBA:12223,dorsal raphe nucleus,DR,dorsal raphe nucleus,DR,HOMBA:12222,1018,1018,1.0,bm25+exact+fuzzy,Dorsal raphe nucleus,Dorsal raphe nucleus,high_confidence,dorsal,1.0,,both
Dorsal raphe nucleus,raphe,DRN,2,HOMBA:12225,"dorsal raphe nucleus, dorsal division",DRD,"dorsal raphe nucleus, dorsal part",DRD,HOMBA:12223,1020,1019,1.0,bm25+fuzzy,Dorsal raphe nucleus,"dorsal raphe nucleus, dorsal part",high_confidence,dorsal,1.0,,both
Dorsal raphe nucleus,raphe,DRN,3,HOMBA:12217,cap of dorsal raphe nucleus,DRca,cap of dorsal raphe nucleus,DRc,HOMBA:AA30360,1010,1010,0.9975,bm25+fuzzy,Dorsal raphe nucleus,cap of dorsal raphe nucleus,high_confidence,dorsal,1.0,,both
DRN,abbrev,dorsal raphe,1,HOMBA:12223,dorsal raphe nucleus,DR,dorsal raphe nucleus,DR,HOMBA:12222,1018,1018,1.0,bm25+exact+fuzzy,dorsal raphe nucleus,dorsal raphe nucleus,high_confidence,,1.0,,both
DRN,abbrev,dorsal raphe,2,HOMBA:12217,cap of dorsal raphe nucleus,DRca,cap of dorsal raphe nucleus,DRc,HOMBA:AA30360,1010,1010,0.5934,bm25+fuzzy,dorsal raphe nucleus,cap of dorsal raphe nucleus,low_confidence,,1.0,,both
DRN,abbrev,dorsal raphe,3,HOMBA:12237,posterodorsal raphe nucleus,PDR,posterodorsal raphe nucleus,PDR,HOMBA:12223,1025,1019,0.5934,bm25+fuzzy,dorsal raphe nucleus,posterodorsal raphe nucleus,low_confidence,,1.0,,both
Median raphe nucleus,raphe,MRN,1,HOMBA:12235,median raphe nucleus,MnR,median raphe nucleus,MnR,HOMBA:12471,1287,1281,1.0,bm25+exact+fuzzy,Median raphe nucleus,Median raphe nucleus,high_confidence,,1.0,,both
Median raphe nucleus,raphe,MRN,2,HOMBA:12471,pontine raphe region,PnRa,raphe pontis nucleus,PnRa,HOMBA:12416,1280,1181,0.97,bm25+fuzzy+hierarchy_parent,Median raphe nucleus,pontine raphe region,high_confidence,,1.0,common_parent_of_4_candidates,both
Median raphe nucleus,raphe,MRN,3,HOMBA:12236,paramedian raphe nucleus,PMnR,paramedian raphe nucleus,PMnR,HOMBA:12471,1288,1281,0.815,bm25+fuzzy,Median raphe nucleus,paramedian raphe nucleus,needs_review,,1.0,,both
Raphe nuclei,raphe,collective,1,HOMBA:12222,raphe nuclei in midbrain,MRa,midbrain raphe nuclei,MRa,HOMBA:12195,1017,986,1.0,bm25+exact+fuzzy+hierarchy_parent,Raphe nuclei,Raphe nuclei,high_confidence,,1.0,common_parent_of_2_candidates,both
Raphe nuclei,raphe,collective,2,HOMBA:12223,dorsal raphe nucleus,DR,dorsal raphe nucleus,DR,HOMBA:12222,1018,1018,0.723833,bm25+fuzzy+hierarchy_parent,raphe nucleus,dorsal raphe nucleus,needs_review,,1.0,common_parent_of_7_candidates,both
Raphe nuclei,raphe,collective,3,HOMBA:12235,median raphe nucleus,MnR,median raphe nucleus,MnR,HOMBA:12471,1287,1281,0.723833,bm25+fuzzy,raphe nucleus,median raphe nucleus,needs_review,,1.0,,both
Inferior olive,medulla,,1,HOMBA:12600,inferior olive,IO,inferior olive,IO,HOMBA:12595,1403,1399,1.0,bm25+exact+fuzzy+hierarchy_parent,Inferior olive,Inferior olive,high_confidence,,1.0,common_parent_of_7_candidates,both
Inferior olive,medulla,,2,HOMBA:15562,hilus of the inferior olive,hio,hilus of the inferior olive,hio,HOMBA:AA30492,1724,1689,0.722962,bm25+fuzzy,inferior olivary nucleus,hilus of the inferior olivary nucleus,needs_review,,1.0,,both
Inferior olive,medulla,,3,HOMBA:12602,"inferior olive, beta division",IObe,"inferior olive, beta nucleus",IOBe,HOMBA:12600,1405,1404,0.722962,bm25+fuzzy,inferior olivary nucleus,inferior olivary nucleus beta nucleus,needs_review,,1.0,,both
Inferior olivary nucleus,medulla,synonym,1,HOMBA:12600,inferior olive,IO,inferior olive,IO,HOMBA:12595,1403,1399,1.0,bm25+exact+fuzzy+hierarchy_parent,Inferior olivary nucleus,Inferior olivary nucleus,high_confidence,,1.0,common_parent_of_7_candidates,both
Inferior olivary nucleus,medulla,synonym,2,HOMBA:15562,hilus of the inferior olive,hio,hilus of the inferior olive,hio,HOMBA:AA30492,1724,1689,0.861486,bm25+fuzzy,Inferior olivary nucleus,hilus of the inferior olivary nucleus,needs_review,,1.0,,both
Inferior olivary nucleus,medulla,synonym,3,HOMBA:12602,"inferior olive, beta division",IObe,"inferior olive, beta nucleus",IOBe,HOMBA:12600,1405,1404,0.861486,bm25+fuzzy,Inferior olivary nucleus,inferior olivary nucleus beta nucleus,needs_review,,1.0,,both
Nucleus of the solitary tract,medulla,NTS full name,1,HOMBA:12557,solitary nucleus,Sol,solitary nucleus,Sol,HOMBA:12556,1343,1343,1.0,bm25+exact+fuzzy+hierarchy_parent,Nucleus of the solitary tract,Nucleus of the solitary tract,high_confidence,,1.0,common_parent_of_10_candidates,both
Nucleus of the solitary tract,medulla,NTS full name,2,HOMBA:12556,afferent nuclei of cranial nerves in medulla oblongata,MoAN,afferent nuclei of cranial nerves in medulla oblongata,MoAN,HOMBA:AA30451,1342,1324,0.97,hierarchy_parent,Nucleus of the solitary tract,afferent nuclei of cranial nerves in medulla oblongata,high_confidence,,1.0,common_parent_of_3_candidates,both
Nucleus of the solitary tract,medulla,NTS full name,3,HOMBA:12561,"solitary nucleus, gelatinous division",SolG,"solitary nucleus, gelatinous part",SolG,HOMBA:12557,1347,1344,0.858333,bm25+fuzzy,Nucleus of the solitary tract,nucleus of the solitary tract gelatinous part,needs_review,,1.0,,both
Solitary nucleus,medulla,,1,HOMBA:12557,solitary nucleus,Sol,solitary nucleus,Sol,HOMBA:12556,1343,1343,1.0,bm25+exact+fuzzy+hierarchy_parent,Solitary nucleus,Solitary nucleus,high_confidence,,1.0,common_parent_of_10_candidates,both
Solitary nucleus,medulla,,2,HOMBA:12556,afferent nuclei of cranial nerves in medulla oblongata,MoAN,afferent nuclei of cranial nerves in medulla oblongata,MoAN,HOMBA:AA30451,1342,1324,0.97,hierarchy_parent,Solitary nucleus,afferent nuclei of cranial nerves in medulla oblongata,high_confidence,,1.0,common_parent_of_3_candidates,both
Solitary nucleus,medulla,,3,HOMBA:12571,parasolitary nucleus,PSol,parasolitary nucleus,PSol,HOMBA:12556,1355,1343,0.773333,fuzzy,Solitary nucleus,parasolitary nucleus,needs_review,,1.0,,both
NTS,abbrev,nucleus tractus solitarii,1,HOMBA:12557,solitary nucleus,Sol,solitary nucleus,Sol,HOMBA:12556,1343,1343,1.0,bm25+exact+fuzzy,solitary nucleus,solitary nucleus,high_confidence,,1.0,,both
NTS,abbrev,nucleus tractus solitarii,2,HOMBA:12571,parasolitary nucleus,PSol,parasolitary nucleus,PSol,HOMBA:12556,1355,1343,0.5934,fuzzy,solitary nucleus,parasolitary nucleus,low_confidence,,1.0,,both
NTS,abbrev,nucleus tractus solitarii,3,HOMBA:12570,subsolitary nucleus,SSol,subsolitary nucleus,SSol,HOMBA:12556,1354,1343,0.5934,fuzzy,solitary nucleus,subsolitary nucleus,low_confidence,,1.0,,both
