graph_order,unified_ontology_id,unified_ontology_acronym,unified_ontology_name,unified_ontology_label_value,DHBA_name,DHBA_acronym,DHBA_id,r,g,b,hierarchy and full names_y,Unnamed: 2_y,Unnamed: 3_y,Unnamed: 4_y,Unnamed: 5_y,Unnamed: 6_y,Unnamed: 7_y,Unnamed: 8_y,Unnamed: 9_y,Unnamed: 10_y,Unnamed: 11_y,Unnamed: 12_y,Unnamed: 13_y,Unnamed: 14_y,Unnamed: 15_y,parent_identifier,parent
1855,HOMBA:10615,cis,cingulate sulcus,281,cingulate sulcus,cis,10615.0,72,244,81,,,,,,,cingulate sulcus,,,,,,,,,HOMBA:10611,1839.0
1856,HOMBA:10616,cismr,marginal ramus of cingulate sulcus,282,marginal ramus of cis,mr,10616.0,0,0,128,,,,,,,,marginal ramus of cingulate sulcus,,,,,,,,HOMBA:10615,1855.0
1857,HOMBA:10617,csr,circular sulcus of Reil,283,circular sulcus of Reil,csr,10617.0,241,109,138,,,,,,,circular sulcus of Reil,,,,,,,,,HOMBA:10611,1839.0
1858,HOMBA:13341,csru,upper limiting sulcus of csr,284,upper limiting sulcus,csr-u,13341.0,57,4,22,,,,,,,,upper limiting sulcus of csr,,,,,,,,HOMBA:10617,1857.0
1859,HOMBA:13342,csrl,lower limiting sulcus of csr,285,lower limiting sulcus,csr-l,13342.0,171,38,239,,,,,,,,lower limiting sulcus of csr,,,,,,,,HOMBA:10617,1857.0
1860,HOMBA:10623,ots,occipitotemporal sulcus (lateral occipitotemporal sulcus),296,occipitotemporal sulcus,ots,10623.0,192,74,165,,,,,,,occipitotemporal sulcus (lateral occipitotemporal sulcus),,,,,,,,,HOMBA:10611,1839.0
1861,HOMBA:146034836,ros,rostral sulcus,318,rostral sulcus,ros,146034836.0,40,223,188,,,,,,,rostral sulcus,,,,,,,,,HOMBA:10611,1839.0
1862,HOMBA:146034840,ross,superior rostral sulcus,1977,superior rostral sulcus,ros-s,146034840.0,250,190,212,,,,,,,,superior rostral sulcus,,,,,,,,HOMBA:146034836,1861.0
1863,HOMBA:146034844,rosi,inferior rostral sulcus,1978,inferior rostral sulcus,ros-i,146034844.0,230,25,75,,,,,,,,inferior rostral sulcus,,,,,,,,HOMBA:146034836,1861.0
1864,HOMBA:10631,ifs,inferior frontal sulcus,308,inferior frontal sulcus,ifs,10631.0,191,209,82,,,,,,,inferior frontal sulcus,,,,,,,,,HOMBA:10611,1839.0
1865,HOMBA:10639,sfs,superior frontal sulcus,321,superior frontal sulcus,sfs,10639.0,116,67,244,,,,,,,superior frontal sulcus,,,,,,,,,HOMBA:10611,1839.0
1866,HOMBA:146034800,ios,inferior occipital sulcus,311,inferior occipital sulcus,ios,146034800.0,137,164,180,,,,,,,inferior occipital sulcus,,,,,,,,,HOMBA:10611,1839.0
1867,HOMBA:10625,ors,orbital sulcus,298,orbital sulcus,ors,10625.0,86,187,42,,,,,,,orbital sulcus,,,,,,,,,HOMBA:10611,1839.0
1868,HOMBA:13221,orsm,medial orbital sulcus,299,medial orbital sulcus,ors-m,13221.0,94,107,184,,,,,,,,medial orbital sulcus,,,,,,,,HOMBA:10625,1867.0
1869,HOMBA:AA30506,orsi,intermediate orbital sulcus,1979,,,,245,130,48,,,,,,,,intermediate orbital sulcus,,,,,,,,HOMBA:10625,1867.0
1870,HOMBA:AA30507,orsir,"intermediate orbital sulcus, rostral portion",1980,,,,145,30,180,,,,,,,,,"intermediate orbital sulcus, rostral portion",,,,,,,HOMBA:AA30506,1869.0
1871,HOMBA:AA30508,orsic,"intermediate orbital sulcus, caudal portion",1981,,,,0,130,200,,,,,,,,,"intermediate orbital sulcus, caudal portion",,,,,,,HOMBA:AA30506,1869.0
1872,HOMBA:13222,orsl,lateral orbital sulcus,300,lateral orbital sulcus,ors-l,13222.0,153,135,252,,,,,,,,lateral orbital sulcus,,,,,,,,HOMBA:10625,1867.0
1873,HOMBA:13223,orst,transverse (arcuate) orbital sulcus,301,transverse orbital sulcus,ors-t,13223.0,209,3,142,,,,,,,,transverse (arcuate) orbital sulcus,,,,,,,,HOMBA:10625,1867.0
1874,HOMBA:10627,pocs,postcentral sulcus,304,postcentral sulcus,pocs,10627.0,181,151,114,,,,,,,postcentral sulcus,,,,,,,,,HOMBA:10611,1839.0
1875,HOMBA:10628,prcs,precentral sulcus,305,precentral sulcus,prcs,10628.0,182,1,3,,,,,,,precentral sulcus,,,,,,,,,HOMBA:10611,1839.0
1876,HOMBA:10634,pacis,paracingulate sulcus,314,paracingulate sulcus,pacis,10634.0,58,152,185,,,,,,,paracingulate sulcus,,,,,,,,,HOMBA:10611,1839.0
1877,HOMBA:10638,sps,subparietal (splenial) sulcus,320,subparietal (splenial) sulcus,sps,10638.0,54,132,68,,,,,,,subparietal (splenial) sulcus,,,,,,,,,HOMBA:10611,1839.0
1878,HOMBA:146034820,phligs,parahippocampo-lingual sulcus,315,parahippocampo-ligual sulcus,phligs,146034820.0,70,6,62,,,,,,,parahippocampo-lingual sulcus,,,,,,,,,HOMBA:10611,1839.0
1879,HOMBA:10641,us,uncal sulcus,325,uncal sulcus,us,10641.0,5,213,130,,,,,,,uncal sulcus,,,,,,,,,HOMBA:10611,1839.0
1880,HOMBA:146034812,lus,lunate sulcus,1982,lunate sulcus,lus,146034812.0,128,128,128,,,,,,,lunate sulcus,,,,,,,,,HOMBA:10611,1839.0
1881,HOMBA:AA30509,pols,parolfactory sulcus,1983,,,,0,0,128,,,,,,,parolfactory sulcus,,,,,,,,,HOMBA:10611,1839.0
1882,HOMBA:13343,prin,precentral sulcus of insula,1984,precentral sulcus of insula,prin,13343.0,0,0,128,,,,,,,precentral sulcus of insula,,,,,,,,,HOMBA:10611,1839.0
1883,HOMBA:13344,poin,postcentral sulcus of insula,1985,postcentral sulcus of insula,poin,13344.0,128,128,0,,,,,,,postcentral sulcus of insula,,,,,,,,,HOMBA:10611,1839.0
1884,HOMBA:146034852,tts,transverse temporal sulcus,323,transverse temporal sulcus,tts,146034852.0,172,110,194,,,,,,,transverse temporal sulcus,,,,,,,,,HOMBA:10611,1839.0
1885,HOMBA:146034868,ttsle,lateral extension of transverse temporal sulcus,1986,lateral extension of transverse temporal sulcus,tts-le,146034868.0,145,30,180,,,,,,,lateral extension of transverse temporal sulcus,,,,,,,,,HOMBA:10611,1839.0
1886,HOMBA:AA30510,ps,principal sulcus (macaque),1987,,,,0,128,128,,,,,,,principal sulcus (macaque),,,,,,,,,HOMBA:10611,1839.0
1887,HOMBA:AA30511,ars,arcuate sulcus (macaque),1988,,,,145,30,180,,,,,,,arcuate sulcus (macaque),,,,,,,,,HOMBA:10611,1839.0
1888,HOMBA:AA30512,arss,superior ramus of arcuate sulcus,1989,,,,220,190,255,,,,,,,,superior ramus of arcuate sulcus,,,,,,,,HOMBA:AA30511,1887.0
1889,HOMBA:AA30513,arsi,inferior ramus of arcuate sulcus,1990,,,,255,215,180,,,,,,,,inferior ramus of arcuate sulcus,,,,,,,,HOMBA:AA30511,1887.0
1890,HOMBA:AA30514,ecas,external calcarine sulcus,1991,,,,128,0,0,,,,,,,external calcarine sulcus,,,,,,,,,HOMBA:10611,1839.0
1891,HOMBA:AA30515,pss,pseudosylvian sulcus,1995,,,,70,240,240,,,,,,,pseudosylvian sulcus,,,,,,,,,HOMBA:10611,1839.0
1892,HOMBA:AA30516,ecs,ectosylvian sulcus,1996,,,,70,240,240,,,,,,,ectosylvian sulcus,,,,,,,,,HOMBA:10611,1839.0
1893,HOMBA:AA30517,recs,rostral ectosylvian sulcus,1997,,,,170,110,40,,,,,,,,rostral ectosylvian sulcus,,,,,,,,HOMBA:AA30516,1892.0
1894,HOMBA:AA30518,cecs,caudal ectosylvian sulcus,1998,,,,60,180,75,,,,,,,,caudal ectosylvian sulcus,,,,,,,,HOMBA:AA30516,1892.0
1895,HOMBA:AA30519,sss,suprasylvian sulcus,1999,,,,250,190,212,,,,,,,suprasylvian sulcus,,,,,,,,,HOMBA:10611,1839.0
1896,HOMBA:AA30520,ssp,postsylvian sulcus,2000,,,,255,225,25,,,,,,,,postsylvian sulcus,,,,,,,,HOMBA:AA30519,1895.0
1897,HOMBA:AA30521,dls,(dorso)lateral sulcus,2001,,,,145,30,180,,,,,,,(dorso)lateral sulcus,,,,,,,,,HOMBA:10611,1839.0
1898,HOMBA:AA30790,mls,mediolateral sulcus,2472,,,,170,255,195,,,,,,,,mediolateral sulcus,,,,,,,,HOMBA:AA30521,1897.0
1899,HOMBA:AA30522,dgs,diagonal sulcus,2003,,,,0,128,128,,,,,,,diagonal sulcus,,,,,,,,,HOMBA:10611,1839.0
1900,HOMBA:AA30523,crs,cruciate sulcus,2004,,,,128,128,0,,,,,,,cruciate sulcus,,,,,,,,,HOMBA:10611,1839.0
1901,HOMBA:AA30524,cns,coronal sulcus,2005,,,,245,130,48,,,,,,,coronal sulcus,,,,,,,,,HOMBA:10611,1839.0
1902,HOMBA:AA30525,ass,ans(e)ate sulcus,2006,,,,0,130,200,,,,,,,ans(e)ate sulcus,,,,,,,,,HOMBA:10611,1839.0
1903,HOMBA:AA30526,sos,superior orbital sulcus,2007,,,,70,240,240,,,,,,,superior orbital sulcus,,,,,,,,,HOMBA:10611,1839.0
1904,HOMBA:AA30527,mgs,marginal sulcus,2008,,,,245,130,48,,,,,,,marginal sulcus,,,,,,,,,HOMBA:10611,1839.0
1905,HOMBA:AA30528,cmg,caudal marginal sulcus,2009,,,,170,255,195,,,,,,,,caudal marginal sulcus,,,,,,,,HOMBA:AA30527,1904.0
1906,HOMBA:AA30529,edms,endomarginal sulcus,2010,,,,128,128,128,,,,,,,endomarginal sulcus,,,,,,,,,HOMBA:10611,1839.0
1907,HOMBA:AA30530,etms,entomarginal sulcus,2011,,,,145,30,180,,,,,,,entomarginal sulcus,,,,,,,,,HOMBA:10611,1839.0
1908,HOMBA:AA30531,spls,splenial sulcus,2012,,,,0,128,128,,,,,,,splenial sulcus,,,,,,,,,HOMBA:10611,1839.0
1909,HOMBA:AA30532,prss,presylvian sulcus,2013,,,,60,180,75,,,,,,,presylvian sulcus,,,,,,,,,HOMBA:10611,1839.0
1910,HOMBA:12112,CeG,cerebral gyri and lobules,1,cerebral gyri and lobules,CeG,12112.0,137,180,43,,,,,cerebral gyri and lobules,,,,,,,,,,,HOMBA:10609,1824.0
1911,HOMBA:12113,FroL,frontal lobe,2,frontal lobe,FroL,12113.0,2,74,122,,,,,,frontal lobe,,,,,,,,,,HOMBA:12112,1910.0
1912,HOMBA:12114,PrCG,precentral gyrus,3,precentral gyrus,PrCG,12114.0,176,25,18,,,,,,,precentral gyrus,,,,,,,,,HOMBA:12113,1911.0
1913,HOMBA:12115,SFG,superior frontal gyrus,4,superior frontal gyrus,SFG,12115.0,226,177,54,,,,,,,superior frontal gyrus,,,,,,,,,HOMBA:12113,1911.0
1914,HOMBA:12116,MFG,middle frontal gyrus,5,middle frontal gyrus,MFG,12116.0,208,149,200,,,,,,,middle frontal gyrus,,,,,,,,,HOMBA:12113,1911.0
1915,HOMBA:12117,IFG,inferior frontal gyrus,6,inferior frontal gyrus,IFG,12117.0,24,125,52,,,,,,,inferior frontal gyrus,,,,,,,,,HOMBA:12113,1911.0
1916,HOMBA:12118,IFGtr,"inferior frontal gyrus, triangular part",7,"inferior frontal gyrus, triangular part",IFGtr,12118.0,204,110,71,,,,,,,,"inferior frontal gyrus, triangular part",,,,,,,,HOMBA:12117,1915.0
1917,HOMBA:12119,IFGop,"inferior frontal gyrus, opercular part",8,"inferior frontal gyrus, opercular part",IFGop,12119.0,154,47,248,,,,,,,,"inferior frontal gyrus, opercular part",,,,,,,,HOMBA:12117,1915.0
1918,HOMBA:146034888,FP,frontal pole,76,frontal pole,FP,146034888.0,149,62,149,,,,,,,frontal pole,,,,,,,,,HOMBA:12113,1911.0
1919,HOMBA:146034884,FMG,frontomarginal gyrus,75,frontomarginal gyrus,FMG,146034884.0,171,137,36,,,,,,,frontomarginal gyrus,,,,,,,,,HOMBA:12113,1911.0
1920,HOMBA:12121,ReG,rectus gyrus,10,gyrus rectus (straight gyrus),ReG,12121.0,200,118,81,,,,,,,rectus gyrus,,,,,,,,,HOMBA:12113,1911.0
1921,HOMBA:146034876,RoG,rostral gyrus,74,rostral gyrus,RoG,146034876.0,26,83,152,,,,,,,rostral gyrus,,,,,,,,,HOMBA:12113,1911.0
1922,HOMBA:AA30533,OrG,orbital gyri,2014,,,,210,245,60,,,,,,,orbital gyri,,,,,,,,,HOMBA:12113,1911.0
1923,HOMBA:12122,MOrG,medial orbital gyrus,11,medial orbital gyrus,MOrG,12122.0,139,146,225,,,,,,,,medial orbital gyrus,,,,,,,,HOMBA:AA30533,1922.0
1924,HOMBA:12123,AOrG,anterior intermediate orbital gyrus,12,anterior intermediate orbital gyrus,AOrG,12123.0,238,19,210,,,,,,,,anterior intermediate orbital gyrus,,,,,,,,HOMBA:AA30533,1922.0
1925,HOMBA:12124,POrG,posterior intermediate orbital gyrus,13,posterior intermediate orbital gyrus,POrG,12124.0,67,104,41,,,,,,,,posterior intermediate orbital gyrus,,,,,,,,HOMBA:AA30533,1922.0
1926,HOMBA:12125,LOrG,lateral orbital gyrus,14,lateral orbital gyrus,LOrG,12125.0,52,182,189,,,,,,,,lateral orbital gyrus,,,,,,,,HOMBA:AA30533,1922.0
1927,HOMBA:12126,PCLr,"paracentral lobule, rostral part",15,"paracentral lobule, rostral part",PCLr,12126.0,183,37,140,,,,,,,"paracentral lobule, rostral part",,,,,,,,,HOMBA:12113,1911.0
1928,HOMBA:12127,FrO,frontal operculum,16,frontal operculum,FrO,12127.0,224,82,147,,,,,,,frontal operculum,,,,,,,,,HOMBA:12113,1911.0
1929,HOMBA:12132,PoCG,postcentral gyrus,21,postcentral gyrus,PoCG,12132.0,47,196,62,,,,,,,postcentral gyrus,,,,,,,,,HOMBA:12113,1911.0
1930,HOMBA:146034872,PaCG,paracingulate gyrus,73,paracingulate gyrus,PaCG,146034872.0,220,205,120,,,,,,,paracingulate gyrus,,,,,,,,,HOMBA:12113,1911.0
1931,HOMBA:12157,CgGr,"cingulate gyrus, rostral (anterior) part",46,"cingulate gyrus, rostral (anterior) part",CgGr,12157.0,226,12,152,,,,,,,"cingulate gyrus, rostral (anterior) part",,,,,,,,,HOMBA:12113,1911.0
1932,HOMBA:12160,SCG,subcallosal (subgenual) gyrus (parolfactory gyrus),49,subcallosal gyrus (parolfactory gyrus),SCG,12160.0,38,217,220,,,,,,,subcallosal (subgenual) gyrus (parolfactory gyrus),,,,,,,,,HOMBA:12113,1911.0
1933,HOMBA:12161,PTG,paraterminal gyrus,50,paraterminal gyrus,PTG,12161.0,10,41,68,,,,,,,paraterminal gyrus,,,,,,,,,HOMBA:12113,1911.0
1934,HOMBA:AA30534,DLPG,dorsolateral prefrontal gyrus,2015,,,,70,240,240,,,,,,,dorsolateral prefrontal gyrus,,,,,,,,,HOMBA:12113,1911.0
1935,HOMBA:AA30535,VLPG,ventrolateral prefrontal gyrus,2016,,,,170,255,195,,,,,,,ventrolateral prefrontal gyrus,,,,,,,,,HOMBA:12113,1911.0
1936,HOMBA:AA30792,PrRG,prorean gyrus,2017,,,,145,30,180,,,,,,,prorean gyrus,,,,,,,,,HOMBA:12113,1911.0
1937,HOMBA:AA30536,DAG,diagonal gyrus,2018,,,,220,190,255,,,,,,,diagonal gyrus,,,,,,,,,HOMBA:12113,1911.0
1938,HOMBA:AA30537,PCrG,precruciate gyrus,2019,,,,250,190,212,,,,,,,precruciate gyrus,,,,,,,,,HOMBA:12113,1911.0
1939,HOMBA:AA30538,PCrGr,rostral precruciate gyrus,2020,,,,170,255,195,,,,,,,,rostral precruciate gyrus,,,,,,,,HOMBA:AA30537,1938.0
1940,HOMBA:AA30539,PCrGc,caudal precruciate gyrus,2021,,,,250,190,212,,,,,,,,caudal precruciate gyrus,,,,,,,,HOMBA:AA30537,1938.0
1941,HOMBA:AA30540,RCG,rostral composite gyrus,2022,,,,255,215,180,,,,,,,rostral composite gyrus,,,,,,,,,HOMBA:12113,1911.0
1942,HOMBA:AA30541,COG,coronal gyrus,2023,,,,0,130,200,,,,,,,coronal gyrus,,,,,,,,,HOMBA:12113,1911.0
1943,HOMBA:AA30542,GeG,genual gyrus,2024,,,,245,130,48,,,,,,,genual gyrus,,,,,,,,,HOMBA:12113,1911.0
1944,HOMBA:AA30543,FRG,frontal gyrus,2025,,,,245,130,48,,,,,,,frontal gyrus,,,,,,,,,HOMBA:12113,1911.0
1945,HOMBA:12131,ParL,parietal lobe,20,parietal lobe,ParL,12131.0,73,108,171,,,,,,parietal lobe,,,,,,,,,,HOMBA:12112,1910.0
1946,HOMBA:12133,SPL,superior parietal lobule (gyrus),22,supraparietal lobule,SPL,12133.0,170,243,66,,,,,,,superior parietal lobule (gyrus),,,,,,,,,HOMBA:12131,1945.0
1947,HOMBA:12134,IPL,inferior parietal lobule (gyrus),23,inferior parietal lobule,IPL,12134.0,125,57,55,,,,,,,inferior parietal lobule (gyrus),,,,,,,,,HOMBA:12131,1945.0
1948,HOMBA:12135,SMG,supramarginal gyrus,24,supramarginal gyrus,SMG,12135.0,27,88,91,,,,,,,,supramarginal gyrus,,,,,,,,HOMBA:12134,1947.0
1949,HOMBA:12136,AnG,angular gyrus,25,angular gyrus,AnG,12136.0,78,51,246,,,,,,,,angular gyrus,,,,,,,,HOMBA:12134,1947.0
1950,HOMBA:12137,PrCun,precuneaus (gyrus),26,precuneus,PrCun,12137.0,75,140,53,,,,,,,precuneaus (gyrus),,,,,,,,,HOMBA:12131,1945.0
1951,HOMBA:12138,PCLc,"paracentral lobule, caudal part",27,"paracentral lobule, caudal part",PCLc,12138.0,237,191,44,,,,,,,"paracentral lobule, caudal part",,,,,,,,,HOMBA:12131,1945.0
1952,HOMBA:13230,PaO,parietal operculum,69,parietal operculum,PaO,13230.0,230,177,141,,,,,,,parietal operculum,,,,,,,,,HOMBA:12131,1945.0
1953,HOMBA:12158,CgGc,"cingulate gyrus, caudal (posterior) part",47,"cingulate gyrus, caudal (posterior) part",CgGc,12158.0,230,200,248,,,,,,,"cingulate gyrus, caudal (posterior) part",,,,,,,,,HOMBA:12131,1945.0
1954,HOMBA:AA30544,Ann,annectant gyrus,2026,,,,255,250,200,,,,,,,annectant gyrus,,,,,,,,,HOMBA:12131,1945.0
1955,HOMBA:AA30545,RES,rostral ectosylvian gyrus,2027,,,,0,0,128,,,,,,,rostral ectosylvian gyrus,,,,,,,,,HOMBA:12131,1945.0
1956,HOMBA:AA30546,RSS,rostral suprasylvian gyrus,2028,,,,0,128,128,,,,,,,rostral suprasylvian gyrus,,,,,,,,,HOMBA:12131,1945.0
1957,HOMBA:AA30547,RSG,rostral sylvian gyrus,2029,,,,230,25,75,,,,,,,rostral sylvian gyrus,,,,,,,,,HOMBA:12131,1945.0
1958,HOMBA:AA30548,SPG,splenial gyrus,2030,,,,0,130,200,,,,,,,splenial gyrus,,,,,,,,,HOMBA:12131,1945.0
1959,HOMBA:12139,TemL,temporal lobe,28,temporal lobe,TemL,12139.0,209,103,90,,,,,,temporal lobe,,,,,,,,,,HOMBA:12112,1910.0
1960,HOMBA:12140,STG,superior temporal gyrus,29,superior temporal gyrus,STG,12140.0,6,215,226,,,,,,,superior temporal gyrus,,,,,,,,,HOMBA:12139,1959.0
1961,HOMBA:12141,MTG,middle temporal gyrus,30,middle temporal gyrus,MTG,12141.0,171,71,73,,,,,,,middle temporal gyrus,,,,,,,,,HOMBA:12139,1959.0
1962,HOMBA:12142,ITG,inferior temporal gyrus,31,inferior temporal gyrus,ITG,12142.0,248,52,29,,,,,,,inferior temporal gyrus,,,,,,,,,HOMBA:12139,1959.0
1963,HOMBA:AA30549,FuG,fusiform (occipitotemporal) gyrus,2032,,,,60,180,75,,,,,,,fusiform (occipitotemporal) gyrus,,,,,,,,,HOMBA:12139,1959.0
1964,HOMBA:12144,TTG,transverse temporal gyrus (Heschl's gyrus),33,transverse temporal gyrus (Heschl's gyrus),TTG,12144.0,23,156,13,,,,,,,transverse temporal gyrus (Heschl's gyrus),,,,,,,,,HOMBA:12139,1959.0
1965,HOMBA:12145,PLT,planum temporale,34,planum temporale,PLT,12145.0,141,230,230,,,,,,,planum temporale,,,,,,,,,HOMBA:12139,1959.0
1966,HOMBA:12146,TP,temporal pole (temporopolar cortex),35,temporal pole,TP,12146.0,223,139,152,,,,,,,temporal pole (temporopolar cortex),,,,,,,,,HOMBA:12139,1959.0
1967,HOMBA:12147,PLP,planum polare,36,planum polare,PLP,12147.0,70,172,63,,,,,,,planum polare,,,,,,,,,HOMBA:12139,1959.0
1968,HOMBA:AA30550,HiG,hippocampal gyrus,2033,,,,145,30,180,,,,,,,hippocampal gyrus,,,,,,,,,HOMBA:12139,1959.0
1969,HOMBA:12171,HiH,head of hippocampus,60,head of hippocampus,HiH,12171.0,227,220,64,,,,,,,,head of hippocampus,,,,,,,,HOMBA:AA30550,1968.0
1970,HOMBA:12172,HiD,digitations of hippocampus,61,digitations of hippocampus,HiD,12172.0,153,133,252,,,,,,,,,digitations of hippocampus,,,,,,,HOMBA:12171,1969.0
1971,HOMBA:12173,HiB,body of hippocampus,62,body of hippocampus,HiB,12173.0,179,152,49,,,,,,,,body of hippocampus,,,,,,,,HOMBA:AA30550,1968.0
1972,HOMBA:12174,HiT,tail of hippocampus,63,tail of hippocampus,HiT,12174.0,144,43,240,,,,,,,,tail of hippocampus,,,,,,,,HOMBA:AA30550,1968.0
1973,HOMBA:12175,FaG,fasciolar gyrys,64,fasciolar gyrus,FaG,12175.0,51,87,124,,,,,,,,,fasciolar gyrys,,,,,,,HOMBA:12174,1972.0
1974,HOMBA:13233,Retz,Retzius' gyrus,72,Retzius' gyrus,Retz,13233.0,78,125,49,,,,,,,,,Retzius' gyrus,,,,,,,HOMBA:12174,1972.0
1975,HOMBA:266441673,Subx,subicular complex,82,subicular complex,Subx,266441673.0,128,0,0,,,,,,,subicular complex,,,,,,,,,HOMBA:12139,1959.0
1976,HOMBA:12165,UN,uncus of (para)hippocampal gyrus,54,uncus of parahippocampal gyrus,UN,12165.0,194,147,217,,,,,,,uncus of (para)hippocampal gyrus,,,,,,,,,HOMBA:12139,1959.0
1977,HOMBA:12167,BnG,band of Giacomini,56,band of Giacomini,BG,12167.0,60,180,75,,,,,,,,band of Giacomini,,,,,,,,HOMBA:12165,1976.0
1978,HOMBA:12168,ILG,intralimbic gryus,57,intralimbic gyrus,ILG,12168.0,32,55,84,,,,,,,,intralimbic gryus,,,,,,,,HOMBA:12165,1976.0
1979,HOMBA:12169,SLG,semilunar gyrus,58,semilunar gyrus,SLG,12169.0,237,246,205,,,,,,,,semilunar gyrus,,,,,,,,HOMBA:12165,1976.0
1980,HOMBA:12162,PHG,parahippocampal gyrus,51,parahippocampal gyrus,PHG,12162.0,154,18,176,,,,,,,parahippocampal gyrus,,,,,,,,,HOMBA:12139,1959.0
1981,HOMBA:12166,AG,ambiens gyrus,55,ambiens gyrus,AG,12166.0,135,200,34,,,,,,,,ambiens gyrus,,,,,,,,HOMBA:12162,1980.0
1982,HOMBA:12163,APH,anterior parahippocampal gyrus,52,anterior parahippocampal gyrus,APH,12163.0,77,252,137,,,,,,,,anterior parahippocampal gyrus,,,,,,,,HOMBA:12162,1980.0
1983,HOMBA:12164,PPH,posterior parahippocampal gyrus,53,posterior parahippocampal gyrus,PPH,12164.0,154,215,131,,,,,,,,posterior parahippocampal gyrus,,,,,,,,HOMBA:12162,1980.0
1984,HOMBA:12159,IsCPH,cingulate-parahippocampal isthmus,48,cingulo-parahippocampal isthmus,IsCPH,12159.0,252,176,66,,,,,,,cingulate-parahippocampal isthmus,,,,,,,,,HOMBA:12139,1959.0
1985,HOMBA:146034892,PRG,perirhinal gyrus,77,perirhinal gyrus ( rostral part of FuGt),PRG,146034892.0,145,30,180,,,,,,,perirhinal gyrus,,,,,,,,,HOMBA:12139,1959.0
1986,HOMBA:AA30551,CSG,caudal sylvian gyrus,2034,,,,170,110,40,,,,,,,caudal sylvian gyrus,,,,,,,,,HOMBA:12139,1959.0
1987,HOMBA:AA30552,MES,middle ectosylvian gyrus,2035,,,,255,225,25,,,,,,,middle ectosylvian gyrus,,,,,,,,,HOMBA:12139,1959.0
1988,HOMBA:AA30553,CES,caudal ectosylvian gyrus,2036,,,,145,30,180,,,,,,,caudal ectosylvian gyrus,,,,,,,,,HOMBA:12139,1959.0
1989,HOMBA:AA30554,CCG,caudal composite gyrus,2037,,,,240,50,230,,,,,,,caudal composite gyrus,,,,,,,,,HOMBA:12139,1959.0
1990,HOMBA:12148,OccL,occipital lobe,37,occipital lobe,OccL,12148.0,156,147,120,,,,,,occipital lobe,,,,,,,,,,HOMBA:12112,1910.0
1991,HOMBA:12149,OP,occipital pole,38,occipital pole,OP,12149.0,121,217,121,,,,,,,occipital pole,,,,,,,,,HOMBA:12148,1990.0
1992,HOMBA:12150,Cun,cuneus (gyrus),39,cuneus,Cun,12150.0,195,67,76,,,,,,,cuneus (gyrus),,,,,,,,,HOMBA:12148,1990.0
1993,HOMBA:12151,LiG,lingual gyrus,40,lingual gyrus,LiG,12151.0,160,199,170,,,,,,,lingual gyrus,,,,,,,,,HOMBA:12148,1990.0
1994,HOMBA:12153,IOG,inferior occipital gyrus,42,inferior occipital gyrus,IOG,12153.0,47,173,40,,,,,,,inferior occipital gyrus,,,,,,,,,HOMBA:12148,1990.0
1995,HOMBA:12154,SOG,superior occipital gyrus,43,superior occipital gyrus,SOG,12154.0,176,141,45,,,,,,,superior occipital gyrus,,,,,,,,,HOMBA:12148,1990.0
1996,HOMBA:AA30555,PrLG,prelunate gyrus,2038,,,,170,255,195,,,,,,,prelunate gyrus,,,,,,,,,HOMBA:12148,1990.0
1997,HOMBA:AA30556,MrG,marginal gyrus,2039,,,,145,30,180,,,,,,,marginal gyrus,,,,,,,,,HOMBA:12148,1990.0
1998,HOMBA:AA30557,EMG,ectomarginal gyrus,2040,,,,245,130,48,,,,,,,ectomarginal gyrus,,,,,,,,,HOMBA:12148,1990.0
1999,HOMBA:AA30558,MSS,middle suprasylvian gyrus,2041,,,,0,128,128,,,,,,,middle suprasylvian gyrus,,,,,,,,,HOMBA:12148,1990.0
2000,HOMBA:AA30559,CSS,caudal suprasylvian gyrus,2042,,,,145,30,180,,,,,,,caudal suprasylvian gyrus,,,,,,,,,HOMBA:12148,1990.0
2001,HOMBA:12176,InL,insular lobe,65,insular lobe,InL,12176.0,149,212,105,,,,,,insular lobe,,,,,,,,,,HOMBA:12112,1910.0
2002,HOMBA:12177,LIG,long insular gyri,66,long insular gyri,LIG,12177.0,189,21,182,,,,,,,long insular gyri,,,,,,,,,HOMBA:12176,2001.0
2003,HOMBA:12178,SIG,short insular gyri,67,short insular gyri,SIG,12178.0,174,201,18,,,,,,,short insular gyri,,,,,,,,,HOMBA:12176,2001.0
2004,HOMBA:AA30560,SSx,other surface structures of forebrain,2043,,,,245,130,48,,,,,other surface structures of forebrain,,,,,,,,,,,HOMBA:10609,1824.0
2005,HOMBA:12179,LI,limen insula,326,limen insula,LI,12179.0,240,50,230,,,,,,limen insula,,,,,,,,,,HOMBA:AA30560,2004.0
2006,HOMBA:10642,APS,anterior perforated substance ,2399,anterior perforated substance ,APS,10642.0,70,240,240,,,,,,anterior perforated substance ,,,,,,,,,,HOMBA:AA30560,2004.0
2007,HOMBA:15546,MB,mammillary body,2479,mammillary body,MB,15546.0,230,25,75,,,,,,mammillary body,,,,,,,,,,HOMBA:AA30560,2004.0
2008,HOMBA:10645,PrN,preoccipital notch,2400,preoccipital notch,PrN,10645.0,255,215,180,,,,,,preoccipital notch,,,,,,,,,,HOMBA:AA30560,2004.0
