record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class,decision_stage,flash_a_label,flash_b_label,flash_c_label,flash_agreement,flash_vote_split,pro_a_label,pro_b_label,pro_c_label,pro_agreement,pro_vote_split,final_certainty,final_confidence,final_reason,flash_a_reason,flash_b_reason,flash_c_reason,pro_a_reason,pro_b_reason,pro_c_reason
5082,left posterior parahippocampal gyrus,parahippocampal gyrus,,PM33095382,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,Parahippocampal gyrus is part of cerebral cortex (mesocortex). | Parahippocampal gyrus is part of limbic cortex (cerebral cortex). | Parahippocampal gyrus is part of cerebral cortex (allocortex).,Parahippocampal gyrus is part of cerebral cortex (mesocortex).,Parahippocampal gyrus is part of limbic cortex (cerebral cortex).,Parahippocampal gyrus is part of cerebral cortex (allocortex).,,,
5083,left posterior parietal thalamic ROI,,,PM33061917,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.85,"Thalamic ROI indicates thalamus, a subcortical structure. | Thalamic ROI indicates thalamus, a subcortical structure. | 'Thalamic' indicates a subcortical thalamic region; 'parietal' is locational.","Thalamic ROI indicates thalamus, a subcortical structure.","Thalamic ROI indicates thalamus, a subcortical structure.",'Thalamic' indicates a subcortical thalamic region; 'parietal' is locational.,,,
5084,left PPC,left posterior parietal cortex,Human,PM33597858,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,"PPC stands for posterior parietal cortex, a cortical area. | PPC stands for posterior parietal cortex, a cortical area. | PPC stands for posterior parietal cortex, a cortical area.","PPC stands for posterior parietal cortex, a cortical area.","PPC stands for posterior parietal cortex, a cortical area.","PPC stands for posterior parietal cortex, a cortical area.",,,
5085,left PrCu,Precuneus,Human,PM41507470,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,Precuneus is part of parietal cortex. | Precuneus is a cortical region in the parietal lobe. | Precuneus is a cortical region of the parietal lobe.,Precuneus is part of parietal cortex.,Precuneus is a cortical region in the parietal lobe.,Precuneus is a cortical region of the parietal lobe.,,,
5086,left pre-cingulate cortex,left pre-cingulate cortex,Human,PM42173962,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,"Pre-cingulate cortex is a cortical region. | Pre-cingulate cortex is part of cingulate gyrus (cerebral cortex). | Pre-cingulate cortex is part of cingulate cortex, a cortical area.",Pre-cingulate cortex is a cortical region.,Pre-cingulate cortex is part of cingulate gyrus (cerebral cortex).,"Pre-cingulate cortex is part of cingulate cortex, a cortical area.",,,
5087,left prefrontal cortex,left prefrontal cortex,Human,PM34126289,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,Prefrontal cortex is part of cerebral cortex. | Prefrontal cortex is part of the cerebral cortex. | Prefrontal cortex is a cortical region.,Prefrontal cortex is part of cerebral cortex.,Prefrontal cortex is part of the cerebral cortex.,Prefrontal cortex is a cortical region.,,,
5088,left premotor/sensorimotor cortex,left premotor/sensorimotor cortex,,PM33361565,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.98,Premotor and sensorimotor cortex are cortical areas. | Premotor and sensorimotor cortex are part of cerebral cortex. | Premotor/sensorimotor cortex is part of cerebral cortex.,Premotor and sensorimotor cortex are cortical areas.,Premotor and sensorimotor cortex are part of cerebral cortex.,Premotor/sensorimotor cortex is part of cerebral cortex.,,,
5089,left PuM nuclei,pulvinar medial nuclei,Human,PM41507470,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.98,"Pulvinar medial nuclei are thalamic (subcortical). | Pulvinar medial nuclei are thalamic nuclei (subcortical). | Pulvinar medial nuclei are thalamic nuclei, subcortical.",Pulvinar medial nuclei are thalamic (subcortical).,Pulvinar medial nuclei are thalamic nuclei (subcortical).,"Pulvinar medial nuclei are thalamic nuclei, subcortical.",,,
5090,left red nucleus,red nucleus,,PM41762365,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.98,"Red nucleus is a midbrain (subcortical) structure. | Red nucleus is a midbrain nucleus (subcortical). | Red nucleus is a midbrain nucleus, subcortical.",Red nucleus is a midbrain (subcortical) structure.,Red nucleus is a midbrain nucleus (subcortical).,"Red nucleus is a midbrain nucleus, subcortical.",,,
5091,left RN,left red nucleus,,PM35281215,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.98,"RN stands for red nucleus, a subcortical midbrain structure. | RN expansion to red nucleus is a subcortical midbrain structure. | Red nucleus is a midbrain nucleus, subcortical.","RN stands for red nucleus, a subcortical midbrain structure.",RN expansion to red nucleus is a subcortical midbrain structure.,"Red nucleus is a midbrain nucleus, subcortical.",,,
5092,left SPL,Superior Parietal Lobule,Human,PM41507470,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.98,Superior parietal lobule is a cortical region. | SPL (Superior Parietal Lobule) is a cortical region. | Superior Parietal Lobule is part of parietal cortex.,Superior parietal lobule is a cortical region.,SPL (Superior Parietal Lobule) is a cortical region.,Superior Parietal Lobule is part of parietal cortex.,,,
5093,left superior frontal gyrus,superior frontal gyrus,Human,PM32677282,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.98,Superior frontal gyrus is part of frontal cortex. | Superior frontal gyrus is part of frontal cortex (cortical). | Superior frontal gyrus is part of frontal cortex.,Superior frontal gyrus is part of frontal cortex.,Superior frontal gyrus is part of frontal cortex (cortical).,Superior frontal gyrus is part of frontal cortex.,,,
5094,left superior occipital gyrus,superior occipital gyrus,Human,PM41352082,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9467,"Superior occipital gyrus is a gyrus of the occipital lobe, part of cerebral cortex. | Superior occipital gyrus is a cortical gyrus in occipital lobe. | Superior occipital gyrus is part of occipital cortex.","Superior occipital gyrus is a gyrus of the occipital lobe, part of cerebral cortex.",Superior occipital gyrus is a cortical gyrus in occipital lobe.,Superior occipital gyrus is part of occipital cortex.,,,
5095,left superior parietal area,left superior parietal area,Human,PM34815270,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9467,"Left superior parietal area is a region of the parietal lobe, part of cerebral cortex. | Superior parietal area is part of parietal cortex. | Superior parietal area is a cortical region of parietal lobe.","Left superior parietal area is a region of the parietal lobe, part of cerebral cortex.",Superior parietal area is part of parietal cortex.,Superior parietal area is a cortical region of parietal lobe.,,,
5096,left superior temporal gyrus,superior temporal gyrus,,PM33061917,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9467,"Superior temporal gyrus is a gyrus of the temporal lobe, part of cerebral cortex. | Superior temporal gyrus is a cortical gyrus in temporal lobe. | Superior temporal gyrus is a cortical gyrus in temporal lobe.","Superior temporal gyrus is a gyrus of the temporal lobe, part of cerebral cortex.",Superior temporal gyrus is a cortical gyrus in temporal lobe.,Superior temporal gyrus is a cortical gyrus in temporal lobe.,,,
5097,left temporal thalamic ROI,,,PM33061917,1,1,subcortical,flash,other,subcortical,subcortical,2/3,2-1,,,,,,medium,0.7967,"Compound region mixing cortical temporal and subcortical thalamic structures. | Name includes 'thalamic', indicating subcortical thalamic region. | Thalamic ROI indicates a thalamus (subcortical) region.",Compound region mixing cortical temporal and subcortical thalamic structures.,"Name includes 'thalamic', indicating subcortical thalamic region.",Thalamic ROI indicates a thalamus (subcortical) region.,,,
5098,left ventral premotor cortex,left ventral premotor cortex,Human,PM33550120,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9467,"Ventral premotor cortex is part of the frontal lobe, cerebral cortex. | Ventral premotor cortex is part of frontal cortex. | Ventral premotor cortex is part of frontal cerebral cortex.","Ventral premotor cortex is part of the frontal lobe, cerebral cortex.",Ventral premotor cortex is part of frontal cortex.,Ventral premotor cortex is part of frontal cerebral cortex.,,,
5099,left VLPFC,left ventrolateral prefrontal cortex,Human,PM33122028,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9467,"Ventrolateral prefrontal cortex (VLPFC) is part of prefrontal cortex, cerebral cortex. | VLPFC (ventrolateral prefrontal cortex) is cortical. | VLPFC (ventrolateral prefrontal cortex) is a cortical area.","Ventrolateral prefrontal cortex (VLPFC) is part of prefrontal cortex, cerebral cortex.",VLPFC (ventrolateral prefrontal cortex) is cortical.,VLPFC (ventrolateral prefrontal cortex) is a cortical area.,,,
5100,left/right IPL,inferior parietal lobule,,PM34857797,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.96,"Inferior parietal lobule is part of parietal cortex. | IPL is inferior parietal lobule, a cortical region of parietal lobe. | Inferior parietal lobule is a cortical region of the parietal lobe.",Inferior parietal lobule is part of parietal cortex.,"IPL is inferior parietal lobule, a cortical region of parietal lobe.",Inferior parietal lobule is a cortical region of the parietal lobe.,,,
5101,leg muscles,postural muscles of the legs,,PM35545152,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,1.0,"Leg muscles are non-neural tissue. | Leg muscles are non-neural tissue, not a brain region. | Leg muscles are peripheral tissues, not a brain region.",Leg muscles are non-neural tissue.,"Leg muscles are non-neural tissue, not a brain region.","Leg muscles are peripheral tissues, not a brain region.",,,
5102,lemniscal afferents,,Mouse,PM37524138,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.8167,"Lemniscal afferents are fiber tracts, not a gray-matter region. | Lemniscal afferents are fiber tracts (medial lemniscus), not gray matter. | Lemniscal afferents are white matter fibers from the medial lemniscus.","Lemniscal afferents are fiber tracts, not a gray-matter region.","Lemniscal afferents are fiber tracts (medial lemniscus), not gray matter.",Lemniscal afferents are white matter fibers from the medial lemniscus.,,,
5103,Lepr+/Glp1r+ Arc neurons,,Mouse,PM39627618,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9333,"Arc = arcuate nucleus, a hypothalamic (subcortical) nucleus. | Arc neurons refer to arcuate nucleus of hypothalamus, a subcortical structure. | Arc neurons refer to arcuate nucleus neurons, a subcortical hypothalamic structure.","Arc = arcuate nucleus, a hypothalamic (subcortical) nucleus.","Arc neurons refer to arcuate nucleus of hypothalamus, a subcortical structure.","Arc neurons refer to arcuate nucleus neurons, a subcortical hypothalamic structure.",,,
5104,lesion region,lesion region,Human,PM35640469,1,1,other,flash,other,other,ambiguous,2/3,2-1,,,,,,medium,0.8333,"Generic term for an area of damage, not a specific region. | Lesion region is a generic term, not a specific brain region. | 'Lesion region' is too vague; no specific brain region identified.","Generic term for an area of damage, not a specific region.","Lesion region is a generic term, not a specific brain region.",'Lesion region' is too vague; no specific brain region identified.,,,
5105,lfb,,,PM40657851,1,1,other,flash,other,other,ambiguous,2/3,2-1,,,,,,medium,0.6167,"LFB = lateral forebrain bundle, a white matter tract. | lfb commonly stands for lateral forebrain bundle, a white-matter tract. | Acronym 'lfb' is ambiguous; could refer to lateral forebrain bundle or lateral funiculus.","LFB = lateral forebrain bundle, a white matter tract.","lfb commonly stands for lateral forebrain bundle, a white-matter tract.",Acronym 'lfb' is ambiguous; could refer to lateral forebrain bundle or lateral funiculus.,,,
5106,lFN,lateral subnucleus of facial nucleus,Mouse,PM36782335,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Facial nucleus is a brainstem motor nucleus, subcortical. | Facial nucleus is a brainstem motor nucleus, thus subcortical. | Facial nucleus is a cranial nerve motor nucleus in brainstem, subcortical.","Facial nucleus is a brainstem motor nucleus, subcortical.","Facial nucleus is a brainstem motor nucleus, thus subcortical.","Facial nucleus is a cranial nerve motor nucleus in brainstem, subcortical.",,,
5107,LG motor neurons,lateral gastrocnemius motor neurons,Mouse,PM36512397,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Spinal motor neurons are part of subcortical spinal cord. | Spinal motor neurons are part of the spinal cord, a subcortical structure. | Spinal cord motor neurons are subcortical.",Spinal motor neurons are part of subcortical spinal cord.,"Spinal motor neurons are part of the spinal cord, a subcortical structure.",Spinal cord motor neurons are subcortical.,,,
5108,LG muscle,lateral gastrocnemius muscle,Mouse,PM41959268,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9933,"Muscle is non-neural tissue, not a brain region. | Muscle tissue is non-neural, so 'other'. | Muscle is non-neural tissue, not a brain region.","Muscle is non-neural tissue, not a brain region.","Muscle tissue is non-neural, so 'other'.","Muscle is non-neural tissue, not a brain region.",,,
5109,LG neurons (IC),"large GABAergic neurons, inferior colliculus",,PM40455405,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Inferior colliculus is a midbrain nucleus, subcortical. | Inferior colliculus is a midbrain nucleus, subcortical. | Inferior colliculus is a midbrain nucleus, subcortical.","Inferior colliculus is a midbrain nucleus, subcortical.","Inferior colliculus is a midbrain nucleus, subcortical.","Inferior colliculus is a midbrain nucleus, subcortical.",,,
5110,LGNi,"lateral geniculate nucleus, pars inferior",Mouse,PM41040281,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Lateral geniculate nucleus is part of thalamus, subcortical. | Lateral geniculate nucleus is part of the thalamus, subcortical. | Lateral geniculate nucleus is part of thalamus, subcortical.","Lateral geniculate nucleus is part of thalamus, subcortical.","Lateral geniculate nucleus is part of the thalamus, subcortical.","Lateral geniculate nucleus is part of thalamus, subcortical.",,,
5111,LH GABAergic neurons,lateral hypothalamus GABAergic neurons,Mouse,PM37188517,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Lateral hypothalamus is a subcortical structure. | Lateral hypothalamus is a subcortical region. | Lateral hypothalamus is hypothalamic, subcortical.",Lateral hypothalamus is a subcortical structure.,Lateral hypothalamus is a subcortical region.,"Lateral hypothalamus is hypothalamic, subcortical.",,,
5112,LHAa,anterior part of LHA,Rat,PM39868339,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.95,"LHA (lateral hypothalamic area) is part of hypothalamus, a subcortical structure. | LHA (lateral hypothalamic area) is a classic subcortical structure; fullname confirms anterior part. | LHAa = anterior part of lateral hypothalamic area, a subcortical hypothalamic nucleus.","LHA (lateral hypothalamic area) is part of hypothalamus, a subcortical structure.",LHA (lateral hypothalamic area) is a classic subcortical structure; fullname confirms anterior part.,"LHAa = anterior part of lateral hypothalamic area, a subcortical hypothalamic nucleus.",,,
5113,LHAsf,"lateral hypothalamus, supplementary feeding area",,PM40585201,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.95,"Lateral hypothalamus is a subcortical brain region. | Lateral hypothalamus is subcortical; fullname specifies supplementary feeding area. | LHAsf = lateral hypothalamus supplementary feeding area, subcortical.",Lateral hypothalamus is a subcortical brain region.,Lateral hypothalamus is subcortical; fullname specifies supplementary feeding area.,"LHAsf = lateral hypothalamus supplementary feeding area, subcortical.",,,
5114,LHAV2d1#1,,,PM32619476,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.8667,"LHAV2d1#1 is a subregion of lateral hypothalamic area (subcortical). | Likely subnucleus of LHA (lateral hypothalamus), a subcortical region; no fullname but acronym implies subcortical. | LHAV2d1#1 likely subregion of lateral hypothalamic area, subcortical.",LHAV2d1#1 is a subregion of lateral hypothalamic area (subcortical).,"Likely subnucleus of LHA (lateral hypothalamus), a subcortical region; no fullname but acronym implies subcortical.","LHAV2d1#1 likely subregion of lateral hypothalamic area, subcortical.",,,
5115,LHAV3f1#1,,,PM32619476,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.8667,"LHAV3f1#1 is a subregion of lateral hypothalamic area (subcortical). | Likely subnucleus of LHA (lateral hypothalamus), subcortical; acronym pattern indicates subcortical origin. | LHAV3f1#1 likely subregion of lateral hypothalamic area, subcortical.",LHAV3f1#1 is a subregion of lateral hypothalamic area (subcortical).,"Likely subnucleus of LHA (lateral hypothalamus), subcortical; acronym pattern indicates subcortical origin.","LHAV3f1#1 likely subregion of lateral hypothalamic area, subcortical.",,,
5116,LHAV3q1#1,,,PM32619476,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.8667,"LHAV3q1#1 is a subregion of lateral hypothalamic area (subcortical). | Likely subnucleus of LHA (lateral hypothalamus), subcortical; acronym pattern indicates subcortical origin. | LHAV3q1#1 likely subregion of lateral hypothalamic area, subcortical.",LHAV3q1#1 is a subregion of lateral hypothalamic area (subcortical).,"Likely subnucleus of LHA (lateral hypothalamus), subcortical; acronym pattern indicates subcortical origin.","LHAV3q1#1 likely subregion of lateral hypothalamic area, subcortical.",,,
5117,LHb/MHb,lateral habenula and medial habenula,Mouse,PM41731594,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Lateral and medial habenula are part of epithalamus, a subcortical structure. | LHb (lateral habenula) and MHb (medial habenula) are subcortical epithalamic nuclei. | LHb/MHb = lateral and medial habenula, part of epithalamus, subcortical.","Lateral and medial habenula are part of epithalamus, a subcortical structure.",LHb (lateral habenula) and MHb (medial habenula) are subcortical epithalamic nuclei.,"LHb/MHb = lateral and medial habenula, part of epithalamus, subcortical.",,,
5118,LHGABA neurons,lateral hypothalamus GABAergic neurons,Mouse,PM40291662,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9967,Lateral hypothalamus is a subcortical brain region. | lateral hypothalamus is a subcortical nucleus | Lateral hypothalamus is a subcortical region.,Lateral hypothalamus is a subcortical brain region.,lateral hypothalamus is a subcortical nucleus,Lateral hypothalamus is a subcortical region.,,,
5119,LHGlu,glutamatergic neurons in the lateral hypothalamus,Mouse,PM42008830,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9967,Lateral hypothalamus is a subcortical brain region. | lateral hypothalamus is subcortical | Lateral hypothalamus is a subcortical region.,Lateral hypothalamus is a subcortical brain region.,lateral hypothalamus is subcortical,Lateral hypothalamus is a subcortical region.,,,
5120,LHGlut neurons,lateral hypothalamus glutamatergic neurons,Mouse,PM40291662,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9967,Lateral hypothalamus is a subcortical brain region. | lateral hypothalamus is subcortical | Lateral hypothalamus is a subcortical region.,Lateral hypothalamus is a subcortical brain region.,lateral hypothalamus is subcortical,Lateral hypothalamus is a subcortical region.,,,
5121,LHLEPR,lateral hypothalamus leptin receptor-expressing,Mouse,PM34042586,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9967,Lateral hypothalamus is a subcortical brain region. | lateral hypothalamus is subcortical | Lateral hypothalamus is a subcortical region.,Lateral hypothalamus is a subcortical brain region.,lateral hypothalamus is subcortical,Lateral hypothalamus is a subcortical region.,,,
5122,LHorexin,lateral hypothalamus orexin neurons,Mouse,PM41076216,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9967,Lateral hypothalamus is a subcortical brain region. | lateral hypothalamus is subcortical | Lateral hypothalamus is a subcortical region.,Lateral hypothalamus is a subcortical brain region.,lateral hypothalamus is subcortical,Lateral hypothalamus is a subcortical region.,,,
5123,LHOrx,orexin/hypocretin neurons in the lateral hypothalamus,,PM35907397,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9967,Lateral hypothalamus is a subcortical brain region. | lateral hypothalamus is subcortical | Lateral hypothalamus is a subcortical region.,Lateral hypothalamus is a subcortical brain region.,lateral hypothalamus is subcortical,Lateral hypothalamus is a subcortical region.,,,
5124,LHPD5a1#1,,,PM32619476,1,1,ambiguous,flash,ambiguous,ambiguous,ambiguous,3/3,3-0,,,,,,medium,0.2333,Structure name is an alphanumeric code with no anatomical context. | Code LHPD5a1#1 not recognizable; no fullname to disambiguate. | Code-like name 'LHPD5a1#1' with no fullname; could involve lateral hypothalamus but unclear.,Structure name is an alphanumeric code with no anatomical context.,Code LHPD5a1#1 not recognizable; no fullname to disambiguate.,Code-like name 'LHPD5a1#1' with no fullname; could involve lateral hypothalamus but unclear.,,,
5125,LHPV4c1#1,,,PM32619476,1,1,ambiguous,flash,ambiguous,ambiguous,ambiguous,3/3,3-0,,,,,,medium,0.2333,Structure name is an alphanumeric code with no anatomical context. | Code LHPV4c1#1 not recognizable; no fullname to disambiguate. | Code-like name 'LHPV4c1#1' with no fullname; ambiguous region identity.,Structure name is an alphanumeric code with no anatomical context.,Code LHPV4c1#1 not recognizable; no fullname to disambiguate.,Code-like name 'LHPV4c1#1' with no fullname; ambiguous region identity.,,,
5126,LHPV4c1#2,,,PM32619476,1,1,ambiguous,flash,ambiguous,ambiguous,ambiguous,3/3,3-0,,,,,,medium,0.2333,Structure name is an alphanumeric code with no anatomical context. | Code LHPV4c1#2 not recognizable; no fullname to disambiguate. | Code-like name 'LHPV4c1#2' with no fullname; same ambiguity as 5125.,Structure name is an alphanumeric code with no anatomical context.,Code LHPV4c1#2 not recognizable; no fullname to disambiguate.,Code-like name 'LHPV4c1#2' with no fullname; same ambiguity as 5125.,,,
5127,LHX1+ inhibitory interneurons,LHX1+ inhibitory interneurons,Macaque,PM40145981,1,1,other,flash,ambiguous,other,other,2/3,2-1,,,,,,medium,0.6333,"LHX1+ interneurons could be cortical or subcortical; not specified. | Cell-type name (LHX1+ interneurons) not a defined brain region. | Cell-type defined by marker (LHX1+), not a specific brain region.",LHX1+ interneurons could be cortical or subcortical; not specified.,Cell-type name (LHX1+ interneurons) not a defined brain region.,"Cell-type defined by marker (LHX1+), not a specific brain region.",,,
5128,Lhx6+ ZI,LIM homeobox 6 (Lhx6)+ neurons of the ventral zona incerta,,PM32931819,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9333,"Fullname specifies ventral zona incerta, a subcortical nucleus. | Fullname specifies ventral zona incerta, a subcortical structure. | Zona incerta (ZI) is a subcortical structure in the ventral thalamus.","Fullname specifies ventral zona incerta, a subcortical nucleus.","Fullname specifies ventral zona incerta, a subcortical structure.",Zona incerta (ZI) is a subcortical structure in the ventral thalamus.,,,
5129,Lhx6-cortical IN,Lhx6-cortical inhibitory neurons,,PM42155843,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9333,"Fullname explicitly includes 'cortical inhibitory neurons'. | Fullname explicitly states Lhx6-cortical inhibitory neurons. | Fullname specifies Lhx6-cortical inhibitory neurons, located in cortex.",Fullname explicitly includes 'cortical inhibitory neurons'.,Fullname explicitly states Lhx6-cortical inhibitory neurons.,"Fullname specifies Lhx6-cortical inhibitory neurons, located in cortex.",,,
5130,Lhx6-cortical PY,Lhx6-cortical pyramidal neurons,,PM42155843,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,"Explicitly mentions 'cortical' and pyramidal neurons are cortical. | Explicitly named 'cortical pyramidal neurons', part of cerebral cortex. | Explicitly states 'cortical' in name, referring to pyramidal neurons of cortex.",Explicitly mentions 'cortical' and pyramidal neurons are cortical.,"Explicitly named 'cortical pyramidal neurons', part of cerebral cortex.","Explicitly states 'cortical' in name, referring to pyramidal neurons of cortex.",,,
5131,LHy,,,PM37553864,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.8667,"LHy is standard acronym for lateral hypothalamus, a subcortical structure. | LHy is a common abbreviation for lateral hypothalamus, a subcortical nucleus. | LHy is a common abbreviation for lateral hypothalamus, a subcortical nucleus.","LHy is standard acronym for lateral hypothalamus, a subcortical structure.","LHy is a common abbreviation for lateral hypothalamus, a subcortical nucleus.","LHy is a common abbreviation for lateral hypothalamus, a subcortical nucleus.",,,
5132,Li12,,,PM35410869,1,1,ambiguous,flash,ambiguous,ambiguous,ambiguous,3/3,3-0,,,,,,medium,0.3,Li12 is not a standard brain region acronym; cannot determine from name alone. | Li12 is not a standard brain region abbreviation; could be a cell type or unspecified. | Unclear abbreviation; not a standard brain region name.,Li12 is not a standard brain region acronym; cannot determine from name alone.,Li12 is not a standard brain region abbreviation; could be a cell type or unspecified.,Unclear abbreviation; not a standard brain region name.,,,
5133,Li15,,,PM35410869,1,1,ambiguous,flash,ambiguous,ambiguous,ambiguous,3/3,3-0,,,,,,medium,0.3,Li15 is not a standard brain region acronym; cannot determine from name alone. | Li15 is not a standard brain region abbreviation; ambiguous without context. | Unclear abbreviation; not a standard brain region name.,Li15 is not a standard brain region acronym; cannot determine from name alone.,Li15 is not a standard brain region abbreviation; ambiguous without context.,Unclear abbreviation; not a standard brain region name.,,,
5134,lIFG/ldAI,left inferior frontal gyrus / left dorsal anterior insula,,PM35078045,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,"Both left inferior frontal gyrus and left dorsal anterior insula are cortical areas. | Fullname specifies left inferior frontal gyrus and dorsal anterior insula, both cortical. | Both inferior frontal gyrus and dorsal anterior insula are cortical regions.",Both left inferior frontal gyrus and left dorsal anterior insula are cortical areas.,"Fullname specifies left inferior frontal gyrus and dorsal anterior insula, both cortical.",Both inferior frontal gyrus and dorsal anterior insula are cortical regions.,,,
5135,limbic cortex,,Human,PM34999565,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.95,"Limbic cortex is part of the cerebral cortex. | Limbic cortex is a cortical region (allocortex/mesocortex). | Limbic cortex refers to cortical structures (e.g., cingulate, parahippocampal).",Limbic cortex is part of the cerebral cortex.,Limbic cortex is a cortical region (allocortex/mesocortex).,"Limbic cortex refers to cortical structures (e.g., cingulate, parahippocampal).",,,
5136,limbic regions,,Human,PM37005061,1,1,other,flash,other,other,other,3/3,3-0,,,,,,medium,0.7333,"Vague umbrella term for limbic regions mixing cortical and subcortical areas. | Vague term covering multiple limbic brain regions (cortical & subcortical), cannot be assigned to a single category. | Broad term encompassing both cortical and subcortical limbic regions; inseparable mix.",Vague umbrella term for limbic regions mixing cortical and subcortical areas.,"Vague term covering multiple limbic brain regions (cortical & subcortical), cannot be assigned to a single category.",Broad term encompassing both cortical and subcortical limbic regions; inseparable mix.,,,
5137,limbic structures,limbic structures,Human,PM33317410,1,1,other,flash,other,other,other,3/3,3-0,,,,,,medium,0.8,"Vague umbrella term 'limbic structures' not a specific brain region. | Vague term covering multiple limbic structures, both cortical and subcortical; not region-specific. | Same as 'limbic regions'; multi-region compound mixing cortical and subcortical.",Vague umbrella term 'limbic structures' not a specific brain region.,"Vague term covering multiple limbic structures, both cortical and subcortical; not region-specific.",Same as 'limbic regions'; multi-region compound mixing cortical and subcortical.,,,
5138,limbic systems,limbic systems,,PM33340092,1,1,other,flash,other,other,other,3/3,3-0,,,,,,medium,0.8,Vague umbrella term 'limbic systems' not a specific brain region. | Vague term 'limbic systems' encompasses multiple cortical and subcortical regions. | Multi-region term covering both cortical and subcortical limbic structures.,Vague umbrella term 'limbic systems' not a specific brain region.,Vague term 'limbic systems' encompasses multiple cortical and subcortical regions.,Multi-region term covering both cortical and subcortical limbic structures.,,,
5139,lingual,lingual (tongue),Human,PM33607530,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9667,"Refers to tongue, not a brain region. | Refers to tongue (lingual), a non-neural peripheral tissue, not a brain region. | Refers to tongue via fullname, which is non-neural muscular tissue.","Refers to tongue, not a brain region.","Refers to tongue (lingual), a non-neural peripheral tissue, not a brain region.","Refers to tongue via fullname, which is non-neural muscular tissue.",,,
